vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
TOTAL DE VOTOS VÁLIDOS,2979.0,71.51,190403,PERÚ,PIURA,MORROPON,CHALACO
VOTOS EN BLANCO,941.0,22.59,190403,PERÚ,PIURA,MORROPON,CHALACO
VOTOS NULOS,246.0,5.9,190403,PERÚ,PIURA,MORROPON,CHALACO
TOTAL DE VOTOS EMITIDOS,4166.0,100.0,190403,PERÚ,PIURA,MORROPON,CHALACO
TOTAL DE VOTOS VÁLIDOS,38791.0,74.33,190401,PERÚ,PIURA,MORROPON,CHULUCANAS
VOTOS EN BLANCO,10245.0,19.63,190401,PERÚ,PIURA,MORROPON,CHULUCANAS
VOTOS NULOS,3154.0,6.04,190401,PERÚ,PIURA,MORROPON,CHULUCANAS
TOTAL DE VOTOS EMITIDOS,52190.0,100.0,190401,PERÚ,PIURA,MORROPON,CHULUCANAS
TOTAL DE VOTOS VÁLIDOS,6251.0,72.11,190408,PERÚ,PIURA,MORROPON,LA MATANZA
VOTOS EN BLANCO,1755.0,20.24,190408,PERÚ,PIURA,MORROPON,LA MATANZA
VOTOS NULOS,663.0,7.65,190408,PERÚ,PIURA,MORROPON,LA MATANZA
TOTAL DE VOTOS EMITIDOS,8669.0,100.0,190408,PERÚ,PIURA,MORROPON,LA MATANZA
TOTAL DE VOTOS VÁLIDOS,6113.0,79.36,190404,PERÚ,PIURA,MORROPON,MORROPON
VOTOS EN BLANCO,1261.0,16.37,190404,PERÚ,PIURA,MORROPON,MORROPON
VOTOS NULOS,329.0,4.27,190404,PERÚ,PIURA,MORROPON,MORROPON
TOTAL DE VOTOS EMITIDOS,7703.0,100.0,190404,PERÚ,PIURA,MORROPON,MORROPON
TOTAL DE VOTOS VÁLIDOS,3644.0,72.4,190405,PERÚ,PIURA,MORROPON,SALITRAL
VOTOS EN BLANCO,890.0,17.68,190405,PERÚ,PIURA,MORROPON,SALITRAL
VOTOS NULOS,499.0,9.91,190405,PERÚ,PIURA,MORROPON,SALITRAL
TOTAL DE VOTOS EMITIDOS,5033.0,100.0,190405,PERÚ,PIURA,MORROPON,SALITRAL
TOTAL DE VOTOS VÁLIDOS,3136.0,74.21,190410,PERÚ,PIURA,MORROPON,SAN JUAN DE BIGOTE
VOTOS EN BLANCO,689.0,16.3,190410,PERÚ,PIURA,MORROPON,SAN JUAN DE BIGOTE
VOTOS NULOS,401.0,9.49,190410,PERÚ,PIURA,MORROPON,SAN JUAN DE BIGOTE
TOTAL DE VOTOS EMITIDOS,4226.0,100.0,190410,PERÚ,PIURA,MORROPON,SAN JUAN DE BIGOTE
TOTAL DE VOTOS VÁLIDOS,1539.0,76.53,190406,PERÚ,PIURA,MORROPON,SANTA CATALINA DE MOSSA
VOTOS EN BLANCO,390.0,19.39,190406,PERÚ,PIURA,MORROPON,SANTA CATALINA DE MOSSA
VOTOS NULOS,82.0,4.08,190406,PERÚ,PIURA,MORROPON,SANTA CATALINA DE MOSSA
TOTAL DE VOTOS EMITIDOS,2011.0,100.0,190406,PERÚ,PIURA,MORROPON,SANTA CATALINA DE MOSSA
TOTAL DE VOTOS VÁLIDOS,2763.0,71.99,190407,PERÚ,PIURA,MORROPON,SANTO DOMINGO
VOTOS EN BLANCO,843.0,21.96,190407,PERÚ,PIURA,MORROPON,SANTO DOMINGO
VOTOS NULOS,232.0,6.04,190407,PERÚ,PIURA,MORROPON,SANTO DOMINGO
TOTAL DE VOTOS EMITIDOS,3838.0,100.0,190407,PERÚ,PIURA,MORROPON,SANTO DOMINGO
TOTAL DE VOTOS VÁLIDOS,2969.0,67.68,190409,PERÚ,PIURA,MORROPON,YAMANGO
VOTOS EN BLANCO,937.0,21.36,190409,PERÚ,PIURA,MORROPON,YAMANGO
VOTOS NULOS,481.0,10.96,190409,PERÚ,PIURA,MORROPON,YAMANGO
TOTAL DE VOTOS EMITIDOS,4387.0,100.0,190409,PERÚ,PIURA,MORROPON,YAMANGO
TOTAL DE VOTOS VÁLIDOS,58446.0,81.85,190500,PERÚ,PIURA,PAITA,TODOS
VOTOS EN BLANCO,9417.0,13.19,190500,PERÚ,PIURA,PAITA,TODOS
VOTOS NULOS,3541.0,4.96,190500,PERÚ,PIURA,PAITA,TODOS
TOTAL DE VOTOS EMITIDOS,71404.0,100.0,190500,PERÚ,PIURA,PAITA,TODOS
TOTAL DE VOTOS VÁLIDOS,1283.0,80.59,190502,PERÚ,PIURA,PAITA,AMOTAPE
VOTOS EN BLANCO,232.0,14.57,190502,PERÚ,PIURA,PAITA,AMOTAPE
VOTOS NULOS,77.0,4.84,190502,PERÚ,PIURA,PAITA,AMOTAPE
TOTAL DE VOTOS EMITIDOS,1592.0,100.0,190502,PERÚ,PIURA,PAITA,AMOTAPE
TOTAL DE VOTOS VÁLIDOS,731.0,80.68,190503,PERÚ,PIURA,PAITA,ARENAL
VOTOS EN BLANCO,134.0,14.79,190503,PERÚ,PIURA,PAITA,ARENAL
VOTOS NULOS,41.0,4.53,190503,PERÚ,PIURA,PAITA,ARENAL
TOTAL DE VOTOS EMITIDOS,906.0,100.0,190503,PERÚ,PIURA,PAITA,ARENAL
TOTAL DE VOTOS VÁLIDOS,7356.0,81.46,190505,PERÚ,PIURA,PAITA,COLAN
VOTOS EN BLANCO,1322.0,14.64,190505,PERÚ,PIURA,PAITA,COLAN
VOTOS NULOS,352.0,3.9,190505,PERÚ,PIURA,PAITA,COLAN
TOTAL DE VOTOS EMITIDOS,9030.0,100.0,190505,PERÚ,PIURA,PAITA,COLAN
TOTAL DE VOTOS VÁLIDOS,6221.0,80.42,190504,PERÚ,PIURA,PAITA,LA HUACA
VOTOS EN BLANCO,1182.0,15.28,190504,PERÚ,PIURA,PAITA,LA HUACA
VOTOS NULOS,333.0,4.3,190504,PERÚ,PIURA,PAITA,LA HUACA
TOTAL DE VOTOS EMITIDOS,7736.0,100.0,190504,PERÚ,PIURA,PAITA,LA HUACA
TOTAL DE VOTOS VÁLIDOS,37800.0,82.88,190501,PERÚ,PIURA,PAITA,PAITA
VOTOS EN BLANCO,5414.0,11.87,190501,PERÚ,PIURA,PAITA,PAITA
VOTOS NULOS,2392.0,5.24,190501,PERÚ,PIURA,PAITA,PAITA
TOTAL DE VOTOS EMITIDOS,45606.0,100.0,190501,PERÚ,PIURA,PAITA,PAITA
TOTAL DE VOTOS VÁLIDOS,2442.0,75.72,190506,PERÚ,PIURA,PAITA,TAMARINDO
VOTOS EN BLANCO,605.0,18.76,190506,PERÚ,PIURA,PAITA,TAMARINDO
VOTOS NULOS,178.0,5.52,190506,PERÚ,PIURA,PAITA,TAMARINDO
TOTAL DE VOTOS EMITIDOS,3225.0,100.0,190506,PERÚ,PIURA,PAITA,TAMARINDO
TOTAL DE VOTOS VÁLIDOS,2613.0,78.97,190507,PERÚ,PIURA,PAITA,VICHAYAL
VOTOS EN BLANCO,528.0,15.96,190507,PERÚ,PIURA,PAITA,VICHAYAL
VOTOS NULOS,168.0,5.08,190507,PERÚ,PIURA,PAITA,VICHAYAL
TOTAL DE VOTOS EMITIDOS,3309.0,100.0,190507,PERÚ,PIURA,PAITA,VICHAYAL
TOTAL DE VOTOS VÁLIDOS,356840.0,80.79,190100,PERÚ,PIURA,PIURA,TODOS
VOTOS EN BLANCO,58022.0,13.14,190100,PERÚ,PIURA,PIURA,TODOS
VOTOS NULOS,26820.0,6.07,190100,PERÚ,PIURA,PIURA,TODOS
TOTAL DE VOTOS EMITIDOS,441682.0,100.0,190100,PERÚ,PIURA,PIURA,TODOS
TOTAL DE VOTOS VÁLIDOS,71937.0,84.36,190103,PERÚ,PIURA,PIURA,CASTILLA
VOTOS EN BLANCO,8929.0,10.47,190103,PERÚ,PIURA,PIURA,CASTILLA
VOTOS NULOS,4406.0,5.17,190103,PERÚ,PIURA,PIURA,CASTILLA
TOTAL DE VOTOS EMITIDOS,85272.0,100.0,190103,PERÚ,PIURA,PIURA,CASTILLA
TOTAL DE VOTOS VÁLIDOS,33800.0,79.79,190104,PERÚ,PIURA,PIURA,CATACAOS
VOTOS EN BLANCO,5534.0,13.06,190104,PERÚ,PIURA,PIURA,CATACAOS
VOTOS NULOS,3028.0,7.15,190104,PERÚ,PIURA,PIURA,CATACAOS
TOTAL DE VOTOS EMITIDOS,42362.0,100.0,190104,PERÚ,PIURA,PIURA,CATACAOS
TOTAL DE VOTOS VÁLIDOS,7102.0,75.56,190113,PERÚ,PIURA,PIURA,CURA MORI
VOTOS EN BLANCO,1353.0,14.4,190113,PERÚ,PIURA,PIURA,CURA MORI
VOTOS NULOS,944.0,10.04,190113,PERÚ,PIURA,PIURA,CURA MORI
TOTAL DE VOTOS EMITIDOS,9399.0,100.0,190113,PERÚ,PIURA,PIURA,CURA MORI
TOTAL DE VOTOS VÁLIDOS,2118.0,76.19,190114,PERÚ,PIURA,PIURA,EL TALLAN
VOTOS EN BLANCO,523.0,18.81,190114,PERÚ,PIURA,PIURA,EL TALLAN
VOTOS NULOS,139.0,5.0,190114,PERÚ,PIURA,PIURA,EL TALLAN
TOTAL DE VOTOS EMITIDOS,2780.0,100.0,190114,PERÚ,PIURA,PIURA,EL TALLAN
TOTAL DE VOTOS VÁLIDOS,15807.0,75.68,190105,PERÚ,PIURA,PIURA,LA ARENA
VOTOS EN BLANCO,3637.0,17.41,190105,PERÚ,PIURA,PIURA,LA ARENA
VOTOS NULOS,1442.0,6.9,190105,PERÚ,PIURA,PIURA,LA ARENA
TOTAL DE VOTOS EMITIDOS,20886.0,100.0,190105,PERÚ,PIURA,PIURA,LA ARENA
TOTAL DE VOTOS VÁLIDOS,17716.0,79.19,190106,PERÚ,PIURA,PIURA,LA UNION
VOTOS EN BLANCO,3388.0,15.14,190106,PERÚ,PIURA,PIURA,LA UNION
VOTOS NULOS,1268.0,5.67,190106,PERÚ,PIURA,PIURA,LA UNION
TOTAL DE VOTOS EMITIDOS,22372.0,100.0,190106,PERÚ,PIURA,PIURA,LA UNION
TOTAL DE VOTOS VÁLIDOS,11895.0,74.57,190107,PERÚ,PIURA,PIURA,LAS LOMAS
VOTOS EN BLANCO,3144.0,19.71,190107,PERÚ,PIURA,PIURA,LAS LOMAS
VOTOS NULOS,913.0,5.72,190107,PERÚ,PIURA,PIURA,LAS LOMAS
TOTAL DE VOTOS EMITIDOS,15952.0,100.0,190107,PERÚ,PIURA,PIURA,LAS LOMAS
TOTAL DE VOTOS VÁLIDOS,97559.0,85.16,190101,PERÚ,PIURA,PIURA,PIURA
VOTOS EN BLANCO,10287.0,8.98,190101,PERÚ,PIURA,PIURA,PIURA
VOTOS NULOS,6720.0,5.87,190101,PERÚ,PIURA,PIURA,PIURA
TOTAL DE VOTOS EMITIDOS,114566.0,100.0,190101,PERÚ,PIURA,PIURA,PIURA
TOTAL DE VOTOS VÁLIDOS,40404.0,69.64,190109,PERÚ,PIURA,PIURA,TAMBO GRANDE
VOTOS EN BLANCO,13990.0,24.11,190109,PERÚ,PIURA,PIURA,TAMBO GRANDE
VOTOS NULOS,3624.0,6.25,190109,PERÚ,PIURA,PIURA,TAMBO GRANDE
TOTAL DE VOTOS EMITIDOS,58018.0,100.0,190109,PERÚ,PIURA,PIURA,TAMBO GRANDE
TOTAL DE VOTOS VÁLIDOS,58502.0,83.48,190115,PERÚ,PIURA,PIURA,VEINTISEIS DE OCTUBRE
VOTOS EN BLANCO,7237.0,10.33,190115,PERÚ,PIURA,PIURA,VEINTISEIS DE OCTUBRE
VOTOS NULOS,4336.0,6.19,190115,PERÚ,PIURA,PIURA,VEINTISEIS DE OCTUBRE
TOTAL DE VOTOS EMITIDOS,70075.0,100.0,190115,PERÚ,PIURA,PIURA,VEINTISEIS DE OCTUBRE
TOTAL DE VOTOS VÁLIDOS,34925.0,83.39,190800,PERÚ,PIURA,SECHURA,TODOS
VOTOS EN BLANCO,5028.0,12.0,190800,PERÚ,PIURA,SECHURA,TODOS
VOTOS NULOS,1930.0,4.61,190800,PERÚ,PIURA,SECHURA,TODOS
TOTAL DE VOTOS EMITIDOS,41883.0,100.0,190800,PERÚ,PIURA,SECHURA,TODOS
TOTAL DE VOTOS VÁLIDOS,2546.0,86.81,190804,PERÚ,PIURA,SECHURA,BELLAVISTA DE LA UNION
VOTOS EN BLANCO,300.0,10.23,190804,PERÚ,PIURA,SECHURA,BELLAVISTA DE LA UNION
VOTOS NULOS,87.0,2.97,190804,PERÚ,PIURA,SECHURA,BELLAVISTA DE LA UNION
TOTAL DE VOTOS EMITIDOS,2933.0,100.0,190804,PERÚ,PIURA,SECHURA,BELLAVISTA DE LA UNION
TOTAL DE VOTOS VÁLIDOS,3225.0,78.39,190803,PERÚ,PIURA,SECHURA,BERNAL
VOTOS EN BLANCO,506.0,12.3,190803,PERÚ,PIURA,SECHURA,BERNAL
VOTOS NULOS,383.0,9.31,190803,PERÚ,PIURA,SECHURA,BERNAL
TOTAL DE VOTOS EMITIDOS,4114.0,100.0,190803,PERÚ,PIURA,SECHURA,BERNAL
TOTAL DE VOTOS VÁLIDOS,1998.0,83.32,190805,PERÚ,PIURA,SECHURA,CRISTO NOS VALGA
VOTOS EN BLANCO,327.0,13.64,190805,PERÚ,PIURA,SECHURA,CRISTO NOS VALGA
VOTOS NULOS,73.0,3.04,190805,PERÚ,PIURA,SECHURA,CRISTO NOS VALGA
TOTAL DE VOTOS EMITIDOS,2398.0,100.0,190805,PERÚ,PIURA,SECHURA,CRISTO NOS VALGA
TOTAL DE VOTOS VÁLIDOS,1830.0,87.43,190806,PERÚ,PIURA,SECHURA,RINCONADA-LLICUAR
VOTOS EN BLANCO,225.0,10.75,190806,PERÚ,PIURA,SECHURA,RINCONADA-LLICUAR
VOTOS NULOS,38.0,1.82,190806,PERÚ,PIURA,SECHURA,RINCONADA-LLICUAR
TOTAL DE VOTOS EMITIDOS,2093.0,100.0,190806,PERÚ,PIURA,SECHURA,RINCONADA-LLICUAR
TOTAL DE VOTOS VÁLIDOS,17852.0,82.79,190801,PERÚ,PIURA,SECHURA,SECHURA
VOTOS EN BLANCO,2585.0,11.99,190801,PERÚ,PIURA,SECHURA,SECHURA
VOTOS NULOS,1127.0,5.23,190801,PERÚ,PIURA,SECHURA,SECHURA
TOTAL DE VOTOS EMITIDOS,21564.0,100.0,190801,PERÚ,PIURA,SECHURA,SECHURA
TOTAL DE VOTOS VÁLIDOS,7474.0,85.12,190802,PERÚ,PIURA,SECHURA,VICE
VOTOS EN BLANCO,1085.0,12.36,190802,PERÚ,PIURA,SECHURA,VICE
VOTOS NULOS,222.0,2.53,190802,PERÚ,PIURA,SECHURA,VICE
TOTAL DE VOTOS EMITIDOS,8781.0,100.0,190802,PERÚ,PIURA,SECHURA,VICE
TOTAL DE VOTOS VÁLIDOS,156532.0,81.0,190600,PERÚ,PIURA,SULLANA,TODOS
VOTOS EN BLANCO,25392.0,13.14,190600,PERÚ,PIURA,SULLANA,TODOS
VOTOS NULOS,11336.0,5.87,190600,PERÚ,PIURA,SULLANA,TODOS
TOTAL DE VOTOS EMITIDOS,193260.0,100.0,190600,PERÚ,PIURA,SULLANA,TODOS
TOTAL DE VOTOS VÁLIDOS,21666.0,82.57,190602,PERÚ,PIURA,SULLANA,BELLAVISTA
VOTOS EN BLANCO,3030.0,11.55,190602,PERÚ,PIURA,SULLANA,BELLAVISTA
VOTOS NULOS,1542.0,5.88,190602,PERÚ,PIURA,SULLANA,BELLAVISTA
TOTAL DE VOTOS EMITIDOS,26238.0,100.0,190602,PERÚ,PIURA,SULLANA,BELLAVISTA
TOTAL DE VOTOS VÁLIDOS,9920.0,81.5,190608,PERÚ,PIURA,SULLANA,IGNACIO ESCUDERO
VOTOS EN BLANCO,1685.0,13.84,190608,PERÚ,PIURA,SULLANA,IGNACIO ESCUDERO
VOTOS NULOS,567.0,4.66,190608,PERÚ,PIURA,SULLANA,IGNACIO ESCUDERO
TOTAL DE VOTOS EMITIDOS,12172.0,100.0,190608,PERÚ,PIURA,SULLANA,IGNACIO ESCUDERO
TOTAL DE VOTOS VÁLIDOS,5490.0,72.7,190603,PERÚ,PIURA,SULLANA,LANCONES
VOTOS EN BLANCO,1762.0,23.33,190603,PERÚ,PIURA,SULLANA,LANCONES
VOTOS NULOS,300.0,3.97,190603,PERÚ,PIURA,SULLANA,LANCONES
TOTAL DE VOTOS EMITIDOS,7552.0,100.0,190603,PERÚ,PIURA,SULLANA,LANCONES
TOTAL DE VOTOS VÁLIDOS,13865.0,79.64,190604,PERÚ,PIURA,SULLANA,MARCAVELICA
VOTOS EN BLANCO,2317.0,13.31,190604,PERÚ,PIURA,SULLANA,MARCAVELICA
VOTOS NULOS,1227.0,7.05,190604,PERÚ,PIURA,SULLANA,MARCAVELICA
TOTAL DE VOTOS EMITIDOS,17409.0,100.0,190604,PERÚ,PIURA,SULLANA,MARCAVELICA
TOTAL DE VOTOS VÁLIDOS,3851.0,73.9,190605,PERÚ,PIURA,SULLANA,MIGUEL CHECA
VOTOS EN BLANCO,773.0,14.83,190605,PERÚ,PIURA,SULLANA,MIGUEL CHECA
VOTOS NULOS,587.0,11.26,190605,PERÚ,PIURA,SULLANA,MIGUEL CHECA
TOTAL DE VOTOS EMITIDOS,5211.0,100.0,190605,PERÚ,PIURA,SULLANA,MIGUEL CHECA
TOTAL DE VOTOS VÁLIDOS,13021.0,81.4,190606,PERÚ,PIURA,SULLANA,QUERECOTILLO
VOTOS EN BLANCO,2247.0,14.05,190606,PERÚ,PIURA,SULLANA,QUERECOTILLO
VOTOS NULOS,728.0,4.55,190606,PERÚ,PIURA,SULLANA,QUERECOTILLO
TOTAL DE VOTOS EMITIDOS,15996.0,100.0,190606,PERÚ,PIURA,SULLANA,QUERECOTILLO
TOTAL DE VOTOS VÁLIDOS,3610.0,82.87,190607,PERÚ,PIURA,SULLANA,SALITRAL
VOTOS EN BLANCO,549.0,12.6,190607,PERÚ,PIURA,SULLANA,SALITRAL
VOTOS NULOS,197.0,4.52,190607,PERÚ,PIURA,SULLANA,SALITRAL
TOTAL DE VOTOS EMITIDOS,4356.0,100.0,190607,PERÚ,PIURA,SULLANA,SALITRAL
TOTAL DE VOTOS VÁLIDOS,85109.0,81.58,190601,PERÚ,PIURA,SULLANA,SULLANA
VOTOS EN BLANCO,13029.0,12.49,190601,PERÚ,PIURA,SULLANA,SULLANA
VOTOS NULOS,6188.0,5.93,190601,PERÚ,PIURA,SULLANA,SULLANA
TOTAL DE VOTOS EMITIDOS,104326.0,100.0,190601,PERÚ,PIURA,SULLANA,SULLANA
TOTAL DE VOTOS VÁLIDOS,68525.0,80.54,190700,PERÚ,PIURA,TALARA,TODOS
VOTOS EN BLANCO,10147.0,11.93,190700,PERÚ,PIURA,TALARA,TODOS
VOTOS NULOS,6414.0,7.54,190700,PERÚ,PIURA,TALARA,TODOS
TOTAL DE VOTOS EMITIDOS,85086.0,100.0,190700,PERÚ,PIURA,TALARA,TODOS
TOTAL DE VOTOS VÁLIDOS,4319.0,85.44,190702,PERÚ,PIURA,TALARA,EL ALTO
VOTOS EN BLANCO,523.0,10.35,190702,PERÚ,PIURA,TALARA,EL ALTO
VOTOS NULOS,213.0,4.21,190702,PERÚ,PIURA,TALARA,EL ALTO
TOTAL DE VOTOS EMITIDOS,5055.0,100.0,190702,PERÚ,PIURA,TALARA,EL ALTO
TOTAL DE VOTOS VÁLIDOS,7026.0,82.8,190703,PERÚ,PIURA,TALARA,LA BREA
VOTOS EN BLANCO,1017.0,11.98,190703,PERÚ,PIURA,TALARA,LA BREA
VOTOS NULOS,443.0,5.22,190703,PERÚ,PIURA,TALARA,LA BREA
TOTAL DE VOTOS EMITIDOS,8486.0,100.0,190703,PERÚ,PIURA,TALARA,LA BREA
TOTAL DE VOTOS VÁLIDOS,821.0,86.97,190704,PERÚ,PIURA,TALARA,LOBITOS
VOTOS EN BLANCO,95.0,10.06,190704,PERÚ,PIURA,TALARA,LOBITOS
VOTOS NULOS,28.0,2.97,190704,PERÚ,PIURA,TALARA,LOBITOS
TOTAL DE VOTOS EMITIDOS,944.0,100.0,190704,PERÚ,PIURA,TALARA,LOBITOS
TOTAL DE VOTOS VÁLIDOS,5125.0,84.25,190706,PERÚ,PIURA,TALARA,LOS ORGANOS
VOTOS EN BLANCO,686.0,11.28,190706,PERÚ,PIURA,TALARA,LOS ORGANOS
VOTOS NULOS,272.0,4.47,190706,PERÚ,PIURA,TALARA,LOS ORGANOS
TOTAL DE VOTOS EMITIDOS,6083.0,100.0,190706,PERÚ,PIURA,TALARA,LOS ORGANOS
TOTAL DE VOTOS VÁLIDOS,5380.0,87.44,190705,PERÚ,PIURA,TALARA,MANCORA
VOTOS EN BLANCO,592.0,9.62,190705,PERÚ,PIURA,TALARA,MANCORA
VOTOS NULOS,181.0,2.94,190705,PERÚ,PIURA,TALARA,MANCORA
TOTAL DE VOTOS EMITIDOS,6153.0,100.0,190705,PERÚ,PIURA,TALARA,MANCORA
TOTAL DE VOTOS VÁLIDOS,45854.0,78.56,190701,PERÚ,PIURA,TALARA,PARIÑAS
VOTOS EN BLANCO,7234.0,12.39,190701,PERÚ,PIURA,TALARA,PARIÑAS
VOTOS NULOS,5277.0,9.04,190701,PERÚ,PIURA,TALARA,PARIÑAS
TOTAL DE VOTOS EMITIDOS,58365.0,100.0,190701,PERÚ,PIURA,TALARA,PARIÑAS
TOTAL DE VOTOS VÁLIDOS,589430.0,80.31,200000,PERÚ,PUNO,TODOS,TODOS
VOTOS EN BLANCO,95415.0,13.0,200000,PERÚ,PUNO,TODOS,TODOS
VOTOS NULOS,49082.0,6.69,200000,PERÚ,PUNO,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,733927.0,100.0,200000,PERÚ,PUNO,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,589430.0,80.31,,PERÚ,PUNO,TODOS,TODOS
VOTOS EN BLANCO,95415.0,13.0,,PERÚ,PUNO,TODOS,TODOS
VOTOS NULOS,49082.0,6.69,,PERÚ,PUNO,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,733927.0,100.0,,PERÚ,PUNO,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,62941.0,77.38,200200,PERÚ,PUNO,AZANGARO,TODOS
VOTOS EN BLANCO,12375.0,15.21,200200,PERÚ,PUNO,AZANGARO,TODOS
VOTOS NULOS,6020.0,7.4,200200,PERÚ,PUNO,AZANGARO,TODOS
TOTAL DE VOTOS EMITIDOS,81336.0,100.0,200200,PERÚ,PUNO,AZANGARO,TODOS
TOTAL DE VOTOS VÁLIDOS,2230.0,79.56,200202,PERÚ,PUNO,AZANGARO,ACHAYA
VOTOS EN BLANCO,430.0,15.34,200202,PERÚ,PUNO,AZANGARO,ACHAYA
VOTOS NULOS,143.0,5.1,200202,PERÚ,PUNO,AZANGARO,ACHAYA
TOTAL DE VOTOS EMITIDOS,2803.0,100.0,200202,PERÚ,PUNO,AZANGARO,ACHAYA
TOTAL DE VOTOS VÁLIDOS,4101.0,77.09,200203,PERÚ,PUNO,AZANGARO,ARAPA
VOTOS EN BLANCO,808.0,15.19,200203,PERÚ,PUNO,AZANGARO,ARAPA
VOTOS NULOS,411.0,7.73,200203,PERÚ,PUNO,AZANGARO,ARAPA
TOTAL DE VOTOS EMITIDOS,5320.0,100.0,200203,PERÚ,PUNO,AZANGARO,ARAPA
TOTAL DE VOTOS VÁLIDOS,7768.0,78.14,200204,PERÚ,PUNO,AZANGARO,ASILLO
VOTOS EN BLANCO,1419.0,14.27,200204,PERÚ,PUNO,AZANGARO,ASILLO
VOTOS NULOS,754.0,7.58,200204,PERÚ,PUNO,AZANGARO,ASILLO
TOTAL DE VOTOS EMITIDOS,9941.0,100.0,200204,PERÚ,PUNO,AZANGARO,ASILLO
TOTAL DE VOTOS VÁLIDOS,15802.0,77.33,200201,PERÚ,PUNO,AZANGARO,AZANGARO
VOTOS EN BLANCO,3126.0,15.3,200201,PERÚ,PUNO,AZANGARO,AZANGARO
VOTOS NULOS,1507.0,7.37,200201,PERÚ,PUNO,AZANGARO,AZANGARO
TOTAL DE VOTOS EMITIDOS,20435.0,100.0,200201,PERÚ,PUNO,AZANGARO,AZANGARO
TOTAL DE VOTOS VÁLIDOS,2939.0,79.18,200205,PERÚ,PUNO,AZANGARO,CAMINACA
VOTOS EN BLANCO,596.0,16.06,200205,PERÚ,PUNO,AZANGARO,CAMINACA
VOTOS NULOS,177.0,4.77,200205,PERÚ,PUNO,AZANGARO,CAMINACA
TOTAL DE VOTOS EMITIDOS,3712.0,100.0,200205,PERÚ,PUNO,AZANGARO,CAMINACA
TOTAL DE VOTOS VÁLIDOS,4242.0,78.05,200206,PERÚ,PUNO,AZANGARO,CHUPA
VOTOS EN BLANCO,788.0,14.5,200206,PERÚ,PUNO,AZANGARO,CHUPA
VOTOS NULOS,405.0,7.45,200206,PERÚ,PUNO,AZANGARO,CHUPA
TOTAL DE VOTOS EMITIDOS,5435.0,100.0,200206,PERÚ,PUNO,AZANGARO,CHUPA
TOTAL DE VOTOS VÁLIDOS,2421.0,81.3,200207,PERÚ,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
VOTOS EN BLANCO,338.0,11.35,200207,PERÚ,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
VOTOS NULOS,219.0,7.35,200207,PERÚ,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
TOTAL DE VOTOS EMITIDOS,2978.0,100.0,200207,PERÚ,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
TOTAL DE VOTOS VÁLIDOS,3054.0,74.56,200208,PERÚ,PUNO,AZANGARO,MUÑANI
VOTOS EN BLANCO,736.0,17.97,200208,PERÚ,PUNO,AZANGARO,MUÑANI
VOTOS NULOS,306.0,7.47,200208,PERÚ,PUNO,AZANGARO,MUÑANI
TOTAL DE VOTOS EMITIDOS,4096.0,100.0,200208,PERÚ,PUNO,AZANGARO,MUÑANI
TOTAL DE VOTOS VÁLIDOS,1660.0,76.46,200210,PERÚ,PUNO,AZANGARO,POTONI
VOTOS EN BLANCO,361.0,16.63,200210,PERÚ,PUNO,AZANGARO,POTONI
VOTOS NULOS,150.0,6.91,200210,PERÚ,PUNO,AZANGARO,POTONI
TOTAL DE VOTOS EMITIDOS,2171.0,100.0,200210,PERÚ,PUNO,AZANGARO,POTONI
TOTAL DE VOTOS VÁLIDOS,6667.0,76.92,200212,PERÚ,PUNO,AZANGARO,SAMAN
VOTOS EN BLANCO,1354.0,15.62,200212,PERÚ,PUNO,AZANGARO,SAMAN
VOTOS NULOS,646.0,7.45,200212,PERÚ,PUNO,AZANGARO,SAMAN
TOTAL DE VOTOS EMITIDOS,8667.0,100.0,200212,PERÚ,PUNO,AZANGARO,SAMAN
TOTAL DE VOTOS VÁLIDOS,3749.0,76.64,200213,PERÚ,PUNO,AZANGARO,SAN ANTON
VOTOS EN BLANCO,750.0,15.33,200213,PERÚ,PUNO,AZANGARO,SAN ANTON
VOTOS NULOS,393.0,8.03,200213,PERÚ,PUNO,AZANGARO,SAN ANTON
TOTAL DE VOTOS EMITIDOS,4892.0,100.0,200213,PERÚ,PUNO,AZANGARO,SAN ANTON
TOTAL DE VOTOS VÁLIDOS,2211.0,72.09,200214,PERÚ,PUNO,AZANGARO,SAN JOSE
VOTOS EN BLANCO,558.0,18.19,200214,PERÚ,PUNO,AZANGARO,SAN JOSE
VOTOS NULOS,298.0,9.72,200214,PERÚ,PUNO,AZANGARO,SAN JOSE
TOTAL DE VOTOS EMITIDOS,3067.0,100.0,200214,PERÚ,PUNO,AZANGARO,SAN JOSE
TOTAL DE VOTOS VÁLIDOS,1894.0,75.52,200215,PERÚ,PUNO,AZANGARO,SAN JUAN DE SALINAS
