vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
VOTOS EN BLANCO,64.0,15.53,040810,PERÚ,AREQUIPA,LA UNION,TOMEPAMPA
VOTOS NULOS,21.0,5.1,040810,PERÚ,AREQUIPA,LA UNION,TOMEPAMPA
TOTAL DE VOTOS EMITIDOS,412.0,100.0,040810,PERÚ,AREQUIPA,LA UNION,TOMEPAMPA
TOTAL DE VOTOS VÁLIDOS,253.0,74.85,040811,PERÚ,AREQUIPA,LA UNION,TORO
VOTOS EN BLANCO,71.0,21.01,040811,PERÚ,AREQUIPA,LA UNION,TORO
VOTOS NULOS,14.0,4.14,040811,PERÚ,AREQUIPA,LA UNION,TORO
TOTAL DE VOTOS EMITIDOS,338.0,100.0,040811,PERÚ,AREQUIPA,LA UNION,TORO
TOTAL DE VOTOS VÁLIDOS,253718.0,77.75,050000,PERÚ,AYACUCHO,TODOS,TODOS
VOTOS EN BLANCO,55359.0,16.96,050000,PERÚ,AYACUCHO,TODOS,TODOS
VOTOS NULOS,17242.0,5.28,050000,PERÚ,AYACUCHO,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,326319.0,100.0,050000,PERÚ,AYACUCHO,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,253718.0,77.75,,PERÚ,AYACUCHO,TODOS,TODOS
VOTOS EN BLANCO,55359.0,16.96,,PERÚ,AYACUCHO,TODOS,TODOS
VOTOS NULOS,17242.0,5.28,,PERÚ,AYACUCHO,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,326319.0,100.0,,PERÚ,AYACUCHO,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,13602.0,76.27,050200,PERÚ,AYACUCHO,CANGALLO,TODOS
VOTOS EN BLANCO,3276.0,18.37,050200,PERÚ,AYACUCHO,CANGALLO,TODOS
VOTOS NULOS,957.0,5.37,050200,PERÚ,AYACUCHO,CANGALLO,TODOS
TOTAL DE VOTOS EMITIDOS,17835.0,100.0,050200,PERÚ,AYACUCHO,CANGALLO,TODOS
TOTAL DE VOTOS VÁLIDOS,2303.0,72.22,050201,PERÚ,AYACUCHO,CANGALLO,CANGALLO
VOTOS EN BLANCO,704.0,22.08,050201,PERÚ,AYACUCHO,CANGALLO,CANGALLO
VOTOS NULOS,182.0,5.71,050201,PERÚ,AYACUCHO,CANGALLO,CANGALLO
TOTAL DE VOTOS EMITIDOS,3189.0,100.0,050201,PERÚ,AYACUCHO,CANGALLO,CANGALLO
TOTAL DE VOTOS VÁLIDOS,3126.0,76.45,050204,PERÚ,AYACUCHO,CANGALLO,CHUSCHI
VOTOS EN BLANCO,708.0,17.31,050204,PERÚ,AYACUCHO,CANGALLO,CHUSCHI
VOTOS NULOS,255.0,6.24,050204,PERÚ,AYACUCHO,CANGALLO,CHUSCHI
TOTAL DE VOTOS EMITIDOS,4089.0,100.0,050204,PERÚ,AYACUCHO,CANGALLO,CHUSCHI
TOTAL DE VOTOS VÁLIDOS,3864.0,80.1,050206,PERÚ,AYACUCHO,CANGALLO,LOS MOROCHUCOS
VOTOS EN BLANCO,769.0,15.94,050206,PERÚ,AYACUCHO,CANGALLO,LOS MOROCHUCOS
VOTOS NULOS,191.0,3.96,050206,PERÚ,AYACUCHO,CANGALLO,LOS MOROCHUCOS
TOTAL DE VOTOS EMITIDOS,4824.0,100.0,050206,PERÚ,AYACUCHO,CANGALLO,LOS MOROCHUCOS
TOTAL DE VOTOS VÁLIDOS,862.0,74.05,050211,PERÚ,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO
VOTOS EN BLANCO,204.0,17.53,050211,PERÚ,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO
VOTOS NULOS,98.0,8.42,050211,PERÚ,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO
TOTAL DE VOTOS EMITIDOS,1164.0,100.0,050211,PERÚ,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO
TOTAL DE VOTOS VÁLIDOS,1931.0,74.1,050207,PERÚ,AYACUCHO,CANGALLO,PARAS
VOTOS EN BLANCO,542.0,20.8,050207,PERÚ,AYACUCHO,CANGALLO,PARAS
VOTOS NULOS,133.0,5.1,050207,PERÚ,AYACUCHO,CANGALLO,PARAS
TOTAL DE VOTOS EMITIDOS,2606.0,100.0,050207,PERÚ,AYACUCHO,CANGALLO,PARAS
TOTAL DE VOTOS VÁLIDOS,1516.0,77.23,050208,PERÚ,AYACUCHO,CANGALLO,TOTOS
VOTOS EN BLANCO,349.0,17.78,050208,PERÚ,AYACUCHO,CANGALLO,TOTOS
VOTOS NULOS,98.0,4.99,050208,PERÚ,AYACUCHO,CANGALLO,TOTOS
TOTAL DE VOTOS EMITIDOS,1963.0,100.0,050208,PERÚ,AYACUCHO,CANGALLO,TOTOS
TOTAL DE VOTOS VÁLIDOS,124506.0,81.81,050100,PERÚ,AYACUCHO,HUAMANGA,TODOS
VOTOS EN BLANCO,19835.0,13.03,050100,PERÚ,AYACUCHO,HUAMANGA,TODOS
VOTOS NULOS,7856.0,5.16,050100,PERÚ,AYACUCHO,HUAMANGA,TODOS
TOTAL DE VOTOS EMITIDOS,152197.0,100.0,050100,PERÚ,AYACUCHO,HUAMANGA,TODOS
TOTAL DE VOTOS VÁLIDOS,3762.0,76.46,050111,PERÚ,AYACUCHO,HUAMANGA,ACOCRO
VOTOS EN BLANCO,920.0,18.7,050111,PERÚ,AYACUCHO,HUAMANGA,ACOCRO
VOTOS NULOS,238.0,4.84,050111,PERÚ,AYACUCHO,HUAMANGA,ACOCRO
TOTAL DE VOTOS EMITIDOS,4920.0,100.0,050111,PERÚ,AYACUCHO,HUAMANGA,ACOCRO
TOTAL DE VOTOS VÁLIDOS,2163.0,74.43,050102,PERÚ,AYACUCHO,HUAMANGA,ACOS VINCHOS
VOTOS EN BLANCO,607.0,20.89,050102,PERÚ,AYACUCHO,HUAMANGA,ACOS VINCHOS
VOTOS NULOS,136.0,4.68,050102,PERÚ,AYACUCHO,HUAMANGA,ACOS VINCHOS
TOTAL DE VOTOS EMITIDOS,2906.0,100.0,050102,PERÚ,AYACUCHO,HUAMANGA,ACOS VINCHOS
TOTAL DE VOTOS VÁLIDOS,6368.0,83.3,050116,PERÚ,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.
VOTOS EN BLANCO,969.0,12.67,050116,PERÚ,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.
VOTOS NULOS,308.0,4.03,050116,PERÚ,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.
TOTAL DE VOTOS EMITIDOS,7645.0,100.0,050116,PERÚ,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.
TOTAL DE VOTOS VÁLIDOS,49422.0,84.94,050101,PERÚ,AYACUCHO,HUAMANGA,AYACUCHO
VOTOS EN BLANCO,6171.0,10.61,050101,PERÚ,AYACUCHO,HUAMANGA,AYACUCHO
VOTOS NULOS,2590.0,4.45,050101,PERÚ,AYACUCHO,HUAMANGA,AYACUCHO
TOTAL DE VOTOS EMITIDOS,58183.0,100.0,050101,PERÚ,AYACUCHO,HUAMANGA,AYACUCHO
TOTAL DE VOTOS VÁLIDOS,9940.0,82.75,050103,PERÚ,AYACUCHO,HUAMANGA,CARMEN ALTO
VOTOS EN BLANCO,1499.0,12.48,050103,PERÚ,AYACUCHO,HUAMANGA,CARMEN ALTO
VOTOS NULOS,573.0,4.77,050103,PERÚ,AYACUCHO,HUAMANGA,CARMEN ALTO
TOTAL DE VOTOS EMITIDOS,12012.0,100.0,050103,PERÚ,AYACUCHO,HUAMANGA,CARMEN ALTO
TOTAL DE VOTOS VÁLIDOS,3029.0,78.7,050104,PERÚ,AYACUCHO,HUAMANGA,CHIARA
VOTOS EN BLANCO,600.0,15.59,050104,PERÚ,AYACUCHO,HUAMANGA,CHIARA
VOTOS NULOS,220.0,5.72,050104,PERÚ,AYACUCHO,HUAMANGA,CHIARA
TOTAL DE VOTOS EMITIDOS,3849.0,100.0,050104,PERÚ,AYACUCHO,HUAMANGA,CHIARA
TOTAL DE VOTOS VÁLIDOS,8235.0,85.33,050115,PERÚ,AYACUCHO,HUAMANGA,JESUS NAZARENO
VOTOS EN BLANCO,1069.0,11.08,050115,PERÚ,AYACUCHO,HUAMANGA,JESUS NAZARENO
VOTOS NULOS,347.0,3.6,050115,PERÚ,AYACUCHO,HUAMANGA,JESUS NAZARENO
TOTAL DE VOTOS EMITIDOS,9651.0,100.0,050115,PERÚ,AYACUCHO,HUAMANGA,JESUS NAZARENO
TOTAL DE VOTOS VÁLIDOS,2404.0,71.74,050113,PERÚ,AYACUCHO,HUAMANGA,OCROS
VOTOS EN BLANCO,766.0,22.86,050113,PERÚ,AYACUCHO,HUAMANGA,OCROS
VOTOS NULOS,181.0,5.4,050113,PERÚ,AYACUCHO,HUAMANGA,OCROS
TOTAL DE VOTOS EMITIDOS,3351.0,100.0,050113,PERÚ,AYACUCHO,HUAMANGA,OCROS
TOTAL DE VOTOS VÁLIDOS,1532.0,81.66,050114,PERÚ,AYACUCHO,HUAMANGA,PACAYCASA
VOTOS EN BLANCO,256.0,13.65,050114,PERÚ,AYACUCHO,HUAMANGA,PACAYCASA
VOTOS NULOS,88.0,4.69,050114,PERÚ,AYACUCHO,HUAMANGA,PACAYCASA
TOTAL DE VOTOS EMITIDOS,1876.0,100.0,050114,PERÚ,AYACUCHO,HUAMANGA,PACAYCASA
TOTAL DE VOTOS VÁLIDOS,3087.0,78.51,050105,PERÚ,AYACUCHO,HUAMANGA,QUINUA
VOTOS EN BLANCO,628.0,15.97,050105,PERÚ,AYACUCHO,HUAMANGA,QUINUA
VOTOS NULOS,217.0,5.52,050105,PERÚ,AYACUCHO,HUAMANGA,QUINUA
TOTAL DE VOTOS EMITIDOS,3932.0,100.0,050105,PERÚ,AYACUCHO,HUAMANGA,QUINUA
TOTAL DE VOTOS VÁLIDOS,917.0,76.04,050106,PERÚ,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS
VOTOS EN BLANCO,230.0,19.07,050106,PERÚ,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS
VOTOS NULOS,59.0,4.89,050106,PERÚ,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS
TOTAL DE VOTOS EMITIDOS,1206.0,100.0,050106,PERÚ,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS
TOTAL DE VOTOS VÁLIDOS,20066.0,84.33,050107,PERÚ,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA
VOTOS EN BLANCO,2485.0,10.44,050107,PERÚ,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA
VOTOS NULOS,1243.0,5.22,050107,PERÚ,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA
TOTAL DE VOTOS EMITIDOS,23794.0,100.0,050107,PERÚ,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA
TOTAL DE VOTOS VÁLIDOS,647.0,69.87,050108,PERÚ,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA
VOTOS EN BLANCO,222.0,23.97,050108,PERÚ,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA
VOTOS NULOS,57.0,6.16,050108,PERÚ,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA
TOTAL DE VOTOS EMITIDOS,926.0,100.0,050108,PERÚ,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA
TOTAL DE VOTOS VÁLIDOS,3686.0,77.88,050112,PERÚ,AYACUCHO,HUAMANGA,SOCOS
VOTOS EN BLANCO,776.0,16.4,050112,PERÚ,AYACUCHO,HUAMANGA,SOCOS
VOTOS NULOS,271.0,5.73,050112,PERÚ,AYACUCHO,HUAMANGA,SOCOS
TOTAL DE VOTOS EMITIDOS,4733.0,100.0,050112,PERÚ,AYACUCHO,HUAMANGA,SOCOS
TOTAL DE VOTOS VÁLIDOS,2668.0,76.34,050110,PERÚ,AYACUCHO,HUAMANGA,TAMBILLO
VOTOS EN BLANCO,632.0,18.08,050110,PERÚ,AYACUCHO,HUAMANGA,TAMBILLO
VOTOS NULOS,195.0,5.58,050110,PERÚ,AYACUCHO,HUAMANGA,TAMBILLO
TOTAL DE VOTOS EMITIDOS,3495.0,100.0,050110,PERÚ,AYACUCHO,HUAMANGA,TAMBILLO
TOTAL DE VOTOS VÁLIDOS,6580.0,67.71,050109,PERÚ,AYACUCHO,HUAMANGA,VINCHOS
VOTOS EN BLANCO,2005.0,20.63,050109,PERÚ,AYACUCHO,HUAMANGA,VINCHOS
VOTOS NULOS,1133.0,11.66,050109,PERÚ,AYACUCHO,HUAMANGA,VINCHOS
TOTAL DE VOTOS EMITIDOS,9718.0,100.0,050109,PERÚ,AYACUCHO,HUAMANGA,VINCHOS
TOTAL DE VOTOS VÁLIDOS,4052.0,77.85,050800,PERÚ,AYACUCHO,HUANCA SANCOS,TODOS
VOTOS EN BLANCO,949.0,18.23,050800,PERÚ,AYACUCHO,HUANCA SANCOS,TODOS
VOTOS NULOS,204.0,3.92,050800,PERÚ,AYACUCHO,HUANCA SANCOS,TODOS
TOTAL DE VOTOS EMITIDOS,5205.0,100.0,050800,PERÚ,AYACUCHO,HUANCA SANCOS,TODOS
TOTAL DE VOTOS VÁLIDOS,983.0,78.96,050804,PERÚ,AYACUCHO,HUANCA SANCOS,CARAPO
VOTOS EN BLANCO,214.0,17.19,050804,PERÚ,AYACUCHO,HUANCA SANCOS,CARAPO
VOTOS NULOS,48.0,3.86,050804,PERÚ,AYACUCHO,HUANCA SANCOS,CARAPO
TOTAL DE VOTOS EMITIDOS,1245.0,100.0,050804,PERÚ,AYACUCHO,HUANCA SANCOS,CARAPO
TOTAL DE VOTOS VÁLIDOS,666.0,73.84,050802,PERÚ,AYACUCHO,HUANCA SANCOS,SACSAMARCA
VOTOS EN BLANCO,188.0,20.84,050802,PERÚ,AYACUCHO,HUANCA SANCOS,SACSAMARCA
VOTOS NULOS,48.0,5.32,050802,PERÚ,AYACUCHO,HUANCA SANCOS,SACSAMARCA
TOTAL DE VOTOS EMITIDOS,902.0,100.0,050802,PERÚ,AYACUCHO,HUANCA SANCOS,SACSAMARCA
TOTAL DE VOTOS VÁLIDOS,1449.0,82.05,050801,PERÚ,AYACUCHO,HUANCA SANCOS,SANCOS
VOTOS EN BLANCO,265.0,15.01,050801,PERÚ,AYACUCHO,HUANCA SANCOS,SANCOS
VOTOS NULOS,52.0,2.94,050801,PERÚ,AYACUCHO,HUANCA SANCOS,SANCOS
TOTAL DE VOTOS EMITIDOS,1766.0,100.0,050801,PERÚ,AYACUCHO,HUANCA SANCOS,SANCOS
TOTAL DE VOTOS VÁLIDOS,954.0,73.84,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
VOTOS EN BLANCO,282.0,21.83,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
VOTOS NULOS,56.0,4.33,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
TOTAL DE VOTOS EMITIDOS,1292.0,100.0,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
TOTAL DE VOTOS VÁLIDOS,34611.0,75.46,050300,PERÚ,AYACUCHO,HUANTA,TODOS
VOTOS EN BLANCO,8852.0,19.3,050300,PERÚ,AYACUCHO,HUANTA,TODOS
VOTOS NULOS,2401.0,5.24,050300,PERÚ,AYACUCHO,HUANTA,TODOS
TOTAL DE VOTOS EMITIDOS,45864.0,100.0,050300,PERÚ,AYACUCHO,HUANTA,TODOS
TOTAL DE VOTOS VÁLIDOS,670.0,68.23,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
VOTOS EN BLANCO,227.0,23.12,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
VOTOS NULOS,85.0,8.66,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
TOTAL DE VOTOS EMITIDOS,982.0,100.0,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
TOTAL DE VOTOS VÁLIDOS,743.0,73.56,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
VOTOS EN BLANCO,246.0,24.36,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
VOTOS NULOS,21.0,2.08,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
TOTAL DE VOTOS EMITIDOS,1010.0,100.0,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
TOTAL DE VOTOS VÁLIDOS,2191.0,77.5,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
VOTOS EN BLANCO,490.0,17.33,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
VOTOS NULOS,146.0,5.16,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
TOTAL DE VOTOS EMITIDOS,2827.0,100.0,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
TOTAL DE VOTOS VÁLIDOS,16182.0,78.38,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
VOTOS EN BLANCO,3286.0,15.92,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
VOTOS NULOS,1178.0,5.71,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
TOTAL DE VOTOS EMITIDOS,20646.0,100.0,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
TOTAL DE VOTOS VÁLIDOS,1595.0,76.83,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
VOTOS EN BLANCO,375.0,18.06,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
VOTOS NULOS,106.0,5.11,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
TOTAL DE VOTOS EMITIDOS,2076.0,100.0,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
TOTAL DE VOTOS VÁLIDOS,2996.0,76.18,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
VOTOS EN BLANCO,793.0,20.16,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
VOTOS NULOS,144.0,3.66,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
TOTAL DE VOTOS EMITIDOS,3933.0,100.0,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
TOTAL DE VOTOS VÁLIDOS,2622.0,77.69,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
VOTOS EN BLANCO,602.0,17.84,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
VOTOS NULOS,151.0,4.47,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
TOTAL DE VOTOS EMITIDOS,3375.0,100.0,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
TOTAL DE VOTOS VÁLIDOS,588.0,60.12,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
VOTOS EN BLANCO,318.0,32.52,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
VOTOS NULOS,72.0,7.36,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
TOTAL DE VOTOS EMITIDOS,978.0,100.0,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
TOTAL DE VOTOS VÁLIDOS,2447.0,68.83,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
VOTOS EN BLANCO,923.0,25.96,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
VOTOS NULOS,185.0,5.2,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
TOTAL DE VOTOS EMITIDOS,3555.0,100.0,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
TOTAL DE VOTOS VÁLIDOS,3611.0,73.35,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
VOTOS EN BLANCO,1115.0,22.65,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
VOTOS NULOS,197.0,4.0,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
TOTAL DE VOTOS EMITIDOS,4923.0,100.0,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
TOTAL DE VOTOS VÁLIDOS,966.0,61.96,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
VOTOS EN BLANCO,477.0,30.6,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
VOTOS NULOS,116.0,7.44,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
TOTAL DE VOTOS EMITIDOS,1559.0,100.0,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
TOTAL DE VOTOS VÁLIDOS,25500.0,70.18,050400,PERÚ,AYACUCHO,LA MAR,TODOS
VOTOS EN BLANCO,8374.0,23.05,050400,PERÚ,AYACUCHO,LA MAR,TODOS
VOTOS NULOS,2462.0,6.78,050400,PERÚ,AYACUCHO,LA MAR,TODOS
TOTAL DE VOTOS EMITIDOS,36336.0,100.0,050400,PERÚ,AYACUCHO,LA MAR,TODOS
TOTAL DE VOTOS VÁLIDOS,1346.0,68.95,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
VOTOS EN BLANCO,502.0,25.72,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
VOTOS NULOS,104.0,5.33,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
TOTAL DE VOTOS EMITIDOS,1952.0,100.0,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
TOTAL DE VOTOS VÁLIDOS,2761.0,71.64,050402,PERÚ,AYACUCHO,LA MAR,ANCO
VOTOS EN BLANCO,901.0,23.38,050402,PERÚ,AYACUCHO,LA MAR,ANCO
VOTOS NULOS,192.0,4.98,050402,PERÚ,AYACUCHO,LA MAR,ANCO
TOTAL DE VOTOS EMITIDOS,3854.0,100.0,050402,PERÚ,AYACUCHO,LA MAR,ANCO
TOTAL DE VOTOS VÁLIDOS,3461.0,74.0,050403,PERÚ,AYACUCHO,LA MAR,AYNA
VOTOS EN BLANCO,1033.0,22.09,050403,PERÚ,AYACUCHO,LA MAR,AYNA
VOTOS NULOS,183.0,3.91,050403,PERÚ,AYACUCHO,LA MAR,AYNA
TOTAL DE VOTOS EMITIDOS,4677.0,100.0,050403,PERÚ,AYACUCHO,LA MAR,AYNA
TOTAL DE VOTOS VÁLIDOS,727.0,70.51,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
VOTOS EN BLANCO,243.0,23.57,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
VOTOS NULOS,61.0,5.92,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
TOTAL DE VOTOS EMITIDOS,1031.0,100.0,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
TOTAL DE VOTOS VÁLIDOS,1393.0,70.07,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
VOTOS EN BLANCO,524.0,26.36,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
VOTOS NULOS,71.0,3.57,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
TOTAL DE VOTOS EMITIDOS,1988.0,100.0,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
TOTAL DE VOTOS VÁLIDOS,393.0,54.51,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
VOTOS EN BLANCO,93.0,12.9,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
VOTOS NULOS,235.0,32.59,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
TOTAL DE VOTOS EMITIDOS,721.0,100.0,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
TOTAL DE VOTOS VÁLIDOS,2582.0,69.09,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
VOTOS EN BLANCO,977.0,26.14,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
VOTOS NULOS,178.0,4.76,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
TOTAL DE VOTOS EMITIDOS,3737.0,100.0,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
TOTAL DE VOTOS VÁLIDOS,4237.0,68.48,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
VOTOS EN BLANCO,1529.0,24.71,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
VOTOS NULOS,421.0,6.8,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
TOTAL DE VOTOS EMITIDOS,6187.0,100.0,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
TOTAL DE VOTOS VÁLIDOS,3666.0,68.69,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
VOTOS EN BLANCO,1131.0,21.19,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
VOTOS NULOS,540.0,10.12,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
TOTAL DE VOTOS EMITIDOS,5337.0,100.0,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
TOTAL DE VOTOS VÁLIDOS,4934.0,72.01,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
VOTOS EN BLANCO,1441.0,21.03,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
VOTOS NULOS,477.0,6.96,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
TOTAL DE VOTOS EMITIDOS,6852.0,100.0,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
TOTAL DE VOTOS VÁLIDOS,19150.0,76.88,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
VOTOS EN BLANCO,4577.0,18.37,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
VOTOS NULOS,1183.0,4.75,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
TOTAL DE VOTOS EMITIDOS,24910.0,100.0,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
TOTAL DE VOTOS VÁLIDOS,786.0,70.37,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
VOTOS EN BLANCO,265.0,23.72,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
VOTOS NULOS,66.0,5.91,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
TOTAL DE VOTOS EMITIDOS,1117.0,100.0,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
TOTAL DE VOTOS VÁLIDOS,489.0,80.43,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
VOTOS EN BLANCO,84.0,13.82,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
VOTOS NULOS,35.0,5.76,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
TOTAL DE VOTOS EMITIDOS,608.0,100.0,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
TOTAL DE VOTOS VÁLIDOS,508.0,77.91,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
VOTOS EN BLANCO,113.0,17.33,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
VOTOS NULOS,31.0,4.75,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
TOTAL DE VOTOS EMITIDOS,652.0,100.0,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
TOTAL DE VOTOS VÁLIDOS,821.0,72.02,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
VOTOS EN BLANCO,251.0,22.02,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
VOTOS NULOS,68.0,5.96,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
TOTAL DE VOTOS EMITIDOS,1140.0,100.0,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
TOTAL DE VOTOS VÁLIDOS,908.0,70.44,050508,PERÚ,AYACUCHO,LUCANAS,CHIPAO
VOTOS EN BLANCO,303.0,23.51,050508,PERÚ,AYACUCHO,LUCANAS,CHIPAO
