vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
TOTAL DE VOTOS EMITIDOS,35304.0,100.0,090601,PERÚ,HUANUCO,LEONCIO PRADO,RUPA-RUPA
TOTAL DE VOTOS VÁLIDOS,10081.0,89.402,090500,PERÚ,HUANUCO,MARAÑON,TODOS
VOTOS EN BLANCO,247.0,2.19,090500,PERÚ,HUANUCO,MARAÑON,TODOS
VOTOS NULOS,948.0,8.407,090500,PERÚ,HUANUCO,MARAÑON,TODOS
TOTAL DE VOTOS EMITIDOS,11276.0,100.0,090500,PERÚ,HUANUCO,MARAÑON,TODOS
TOTAL DE VOTOS VÁLIDOS,3151.0,91.307,090502,PERÚ,HUANUCO,MARAÑON,CHOLON
VOTOS EN BLANCO,57.0,1.652,090502,PERÚ,HUANUCO,MARAÑON,CHOLON
VOTOS NULOS,243.0,7.041,090502,PERÚ,HUANUCO,MARAÑON,CHOLON
TOTAL DE VOTOS EMITIDOS,3451.0,100.0,090502,PERÚ,HUANUCO,MARAÑON,CHOLON
TOTAL DE VOTOS VÁLIDOS,5962.0,88.998,090501,PERÚ,HUANUCO,MARAÑON,HUACRACHUCO
VOTOS EN BLANCO,146.0,2.179,090501,PERÚ,HUANUCO,MARAÑON,HUACRACHUCO
VOTOS NULOS,591.0,8.822,090501,PERÚ,HUANUCO,MARAÑON,HUACRACHUCO
TOTAL DE VOTOS EMITIDOS,6699.0,100.0,090501,PERÚ,HUANUCO,MARAÑON,HUACRACHUCO
TOTAL DE VOTOS VÁLIDOS,968.0,85.968,090505,PERÚ,HUANUCO,MARAÑON,SAN BUENAVENTURA
VOTOS EN BLANCO,44.0,3.908,090505,PERÚ,HUANUCO,MARAÑON,SAN BUENAVENTURA
VOTOS NULOS,114.0,10.124,090505,PERÚ,HUANUCO,MARAÑON,SAN BUENAVENTURA
TOTAL DE VOTOS EMITIDOS,1126.0,100.0,090505,PERÚ,HUANUCO,MARAÑON,SAN BUENAVENTURA
TOTAL DE VOTOS VÁLIDOS,22101.0,89.82,090700,PERÚ,HUANUCO,PACHITEA,TODOS
VOTOS EN BLANCO,429.0,1.743,090700,PERÚ,HUANUCO,PACHITEA,TODOS
VOTOS NULOS,2076.0,8.437,090700,PERÚ,HUANUCO,PACHITEA,TODOS
TOTAL DE VOTOS EMITIDOS,24606.0,100.0,090700,PERÚ,HUANUCO,PACHITEA,TODOS
TOTAL DE VOTOS VÁLIDOS,4283.0,93.495,090702,PERÚ,HUANUCO,PACHITEA,CHAGLLA
VOTOS EN BLANCO,56.0,1.222,090702,PERÚ,HUANUCO,PACHITEA,CHAGLLA
VOTOS NULOS,242.0,5.283,090702,PERÚ,HUANUCO,PACHITEA,CHAGLLA
TOTAL DE VOTOS EMITIDOS,4581.0,100.0,090702,PERÚ,HUANUCO,PACHITEA,CHAGLLA
TOTAL DE VOTOS VÁLIDOS,5194.0,87.515,090704,PERÚ,HUANUCO,PACHITEA,MOLINO
VOTOS EN BLANCO,111.0,1.87,090704,PERÚ,HUANUCO,PACHITEA,MOLINO
VOTOS NULOS,630.0,10.615,090704,PERÚ,HUANUCO,PACHITEA,MOLINO
TOTAL DE VOTOS EMITIDOS,5935.0,100.0,090704,PERÚ,HUANUCO,PACHITEA,MOLINO
TOTAL DE VOTOS VÁLIDOS,8125.0,89.908,090701,PERÚ,HUANUCO,PACHITEA,PANAO
VOTOS EN BLANCO,176.0,1.948,090701,PERÚ,HUANUCO,PACHITEA,PANAO
VOTOS NULOS,736.0,8.144,090701,PERÚ,HUANUCO,PACHITEA,PANAO
TOTAL DE VOTOS EMITIDOS,9037.0,100.0,090701,PERÚ,HUANUCO,PACHITEA,PANAO
TOTAL DE VOTOS VÁLIDOS,4499.0,89.036,090706,PERÚ,HUANUCO,PACHITEA,UMARI
VOTOS EN BLANCO,86.0,1.702,090706,PERÚ,HUANUCO,PACHITEA,UMARI
VOTOS NULOS,468.0,9.262,090706,PERÚ,HUANUCO,PACHITEA,UMARI
TOTAL DE VOTOS EMITIDOS,5053.0,100.0,090706,PERÚ,HUANUCO,PACHITEA,UMARI
TOTAL DE VOTOS VÁLIDOS,13243.0,91.155,090800,PERÚ,HUANUCO,PUERTO INCA,TODOS
VOTOS EN BLANCO,188.0,1.294,090800,PERÚ,HUANUCO,PUERTO INCA,TODOS
VOTOS NULOS,1097.0,7.551,090800,PERÚ,HUANUCO,PUERTO INCA,TODOS
TOTAL DE VOTOS EMITIDOS,14528.0,100.0,090800,PERÚ,HUANUCO,PUERTO INCA,TODOS
TOTAL DE VOTOS VÁLIDOS,2670.0,93.717,090803,PERÚ,HUANUCO,PUERTO INCA,CODO DEL POZUZO
VOTOS EN BLANCO,24.0,0.842,090803,PERÚ,HUANUCO,PUERTO INCA,CODO DEL POZUZO
VOTOS NULOS,155.0,5.441,090803,PERÚ,HUANUCO,PUERTO INCA,CODO DEL POZUZO
TOTAL DE VOTOS EMITIDOS,2849.0,100.0,090803,PERÚ,HUANUCO,PUERTO INCA,CODO DEL POZUZO
TOTAL DE VOTOS VÁLIDOS,2467.0,94.521,090801,PERÚ,HUANUCO,PUERTO INCA,HONORIA
VOTOS EN BLANCO,14.0,0.536,090801,PERÚ,HUANUCO,PUERTO INCA,HONORIA
VOTOS NULOS,129.0,4.943,090801,PERÚ,HUANUCO,PUERTO INCA,HONORIA
TOTAL DE VOTOS EMITIDOS,2610.0,100.0,090801,PERÚ,HUANUCO,PUERTO INCA,HONORIA
TOTAL DE VOTOS VÁLIDOS,4090.0,90.869,090802,PERÚ,HUANUCO,PUERTO INCA,PUERTO INCA
VOTOS EN BLANCO,62.0,1.377,090802,PERÚ,HUANUCO,PUERTO INCA,PUERTO INCA
VOTOS NULOS,349.0,7.754,090802,PERÚ,HUANUCO,PUERTO INCA,PUERTO INCA
TOTAL DE VOTOS EMITIDOS,4501.0,100.0,090802,PERÚ,HUANUCO,PUERTO INCA,PUERTO INCA
TOTAL DE VOTOS VÁLIDOS,1976.0,86.439,090804,PERÚ,HUANUCO,PUERTO INCA,TOURNAVISTA
VOTOS EN BLANCO,36.0,1.575,090804,PERÚ,HUANUCO,PUERTO INCA,TOURNAVISTA
VOTOS NULOS,274.0,11.986,090804,PERÚ,HUANUCO,PUERTO INCA,TOURNAVISTA
TOTAL DE VOTOS EMITIDOS,2286.0,100.0,090804,PERÚ,HUANUCO,PUERTO INCA,TOURNAVISTA
TOTAL DE VOTOS VÁLIDOS,2040.0,89.395,090805,PERÚ,HUANUCO,PUERTO INCA,YUYAPICHIS
VOTOS EN BLANCO,52.0,2.279,090805,PERÚ,HUANUCO,PUERTO INCA,YUYAPICHIS
VOTOS NULOS,190.0,8.326,090805,PERÚ,HUANUCO,PUERTO INCA,YUYAPICHIS
TOTAL DE VOTOS EMITIDOS,2282.0,100.0,090805,PERÚ,HUANUCO,PUERTO INCA,YUYAPICHIS
TOTAL DE VOTOS VÁLIDOS,11905.0,89.653,091100,PERÚ,HUANUCO,YAROWILCA,TODOS
VOTOS EN BLANCO,349.0,2.628,091100,PERÚ,HUANUCO,YAROWILCA,TODOS
VOTOS NULOS,1025.0,7.719,091100,PERÚ,HUANUCO,YAROWILCA,TODOS
TOTAL DE VOTOS EMITIDOS,13279.0,100.0,091100,PERÚ,HUANUCO,YAROWILCA,TODOS
TOTAL DE VOTOS VÁLIDOS,2437.0,89.398,091102,PERÚ,HUANUCO,YAROWILCA,APARICIO POMARES
VOTOS EN BLANCO,80.0,2.935,091102,PERÚ,HUANUCO,YAROWILCA,APARICIO POMARES
VOTOS NULOS,209.0,7.667,091102,PERÚ,HUANUCO,YAROWILCA,APARICIO POMARES
TOTAL DE VOTOS EMITIDOS,2726.0,100.0,091102,PERÚ,HUANUCO,YAROWILCA,APARICIO POMARES
TOTAL DE VOTOS VÁLIDOS,795.0,92.227,091103,PERÚ,HUANUCO,YAROWILCA,CAHUAC
VOTOS EN BLANCO,18.0,2.088,091103,PERÚ,HUANUCO,YAROWILCA,CAHUAC
VOTOS NULOS,49.0,5.684,091103,PERÚ,HUANUCO,YAROWILCA,CAHUAC
TOTAL DE VOTOS EMITIDOS,862.0,100.0,091103,PERÚ,HUANUCO,YAROWILCA,CAHUAC
TOTAL DE VOTOS VÁLIDOS,905.0,92.916,091104,PERÚ,HUANUCO,YAROWILCA,CHACABAMBA
VOTOS EN BLANCO,18.0,1.848,091104,PERÚ,HUANUCO,YAROWILCA,CHACABAMBA
VOTOS NULOS,51.0,5.236,091104,PERÚ,HUANUCO,YAROWILCA,CHACABAMBA
TOTAL DE VOTOS EMITIDOS,974.0,100.0,091104,PERÚ,HUANUCO,YAROWILCA,CHACABAMBA
TOTAL DE VOTOS VÁLIDOS,2593.0,87.277,091101,PERÚ,HUANUCO,YAROWILCA,CHAVINILLO
VOTOS EN BLANCO,87.0,2.928,091101,PERÚ,HUANUCO,YAROWILCA,CHAVINILLO
VOTOS NULOS,291.0,9.795,091101,PERÚ,HUANUCO,YAROWILCA,CHAVINILLO
TOTAL DE VOTOS EMITIDOS,2971.0,100.0,091101,PERÚ,HUANUCO,YAROWILCA,CHAVINILLO
TOTAL DE VOTOS VÁLIDOS,1291.0,88.183,091108,PERÚ,HUANUCO,YAROWILCA,CHORAS
VOTOS EN BLANCO,54.0,3.689,091108,PERÚ,HUANUCO,YAROWILCA,CHORAS
VOTOS NULOS,119.0,8.128,091108,PERÚ,HUANUCO,YAROWILCA,CHORAS
TOTAL DE VOTOS EMITIDOS,1464.0,100.0,091108,PERÚ,HUANUCO,YAROWILCA,CHORAS
TOTAL DE VOTOS VÁLIDOS,1065.0,92.048,091105,PERÚ,HUANUCO,YAROWILCA,JACAS CHICO
VOTOS EN BLANCO,21.0,1.815,091105,PERÚ,HUANUCO,YAROWILCA,JACAS CHICO
VOTOS NULOS,71.0,6.137,091105,PERÚ,HUANUCO,YAROWILCA,JACAS CHICO
TOTAL DE VOTOS EMITIDOS,1157.0,100.0,091105,PERÚ,HUANUCO,YAROWILCA,JACAS CHICO
TOTAL DE VOTOS VÁLIDOS,2196.0,89.633,091106,PERÚ,HUANUCO,YAROWILCA,OBAS
VOTOS EN BLANCO,60.0,2.449,091106,PERÚ,HUANUCO,YAROWILCA,OBAS
VOTOS NULOS,194.0,7.918,091106,PERÚ,HUANUCO,YAROWILCA,OBAS
TOTAL DE VOTOS EMITIDOS,2450.0,100.0,091106,PERÚ,HUANUCO,YAROWILCA,OBAS
TOTAL DE VOTOS VÁLIDOS,623.0,92.296,091107,PERÚ,HUANUCO,YAROWILCA,PAMPAMARCA
VOTOS EN BLANCO,11.0,1.63,091107,PERÚ,HUANUCO,YAROWILCA,PAMPAMARCA
VOTOS NULOS,41.0,6.074,091107,PERÚ,HUANUCO,YAROWILCA,PAMPAMARCA
TOTAL DE VOTOS EMITIDOS,675.0,100.0,091107,PERÚ,HUANUCO,YAROWILCA,PAMPAMARCA
TOTAL DE VOTOS VÁLIDOS,487448.0,96.047,100000,PERÚ,ICA,TODOS,TODOS
VOTOS EN BLANCO,3070.0,0.605,100000,PERÚ,ICA,TODOS,TODOS
VOTOS NULOS,16993.0,3.348,100000,PERÚ,ICA,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,507511.0,100.0,100000,PERÚ,ICA,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,487448.0,96.047,,PERÚ,ICA,TODOS,TODOS
VOTOS EN BLANCO,3070.0,0.605,,PERÚ,ICA,TODOS,TODOS
VOTOS NULOS,16993.0,3.348,,PERÚ,ICA,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,507511.0,100.0,,PERÚ,ICA,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,129969.0,95.804,100200,PERÚ,ICA,CHINCHA,TODOS
VOTOS EN BLANCO,896.0,0.66,100200,PERÚ,ICA,CHINCHA,TODOS
VOTOS NULOS,4797.0,3.536,100200,PERÚ,ICA,CHINCHA,TODOS
TOTAL DE VOTOS EMITIDOS,135662.0,100.0,100200,PERÚ,ICA,CHINCHA,TODOS
TOTAL DE VOTOS VÁLIDOS,3995.0,94.871,100209,PERÚ,ICA,CHINCHA,ALTO LARAN
VOTOS EN BLANCO,30.0,0.712,100209,PERÚ,ICA,CHINCHA,ALTO LARAN
VOTOS NULOS,186.0,4.417,100209,PERÚ,ICA,CHINCHA,ALTO LARAN
TOTAL DE VOTOS EMITIDOS,4211.0,100.0,100209,PERÚ,ICA,CHINCHA,ALTO LARAN
TOTAL DE VOTOS VÁLIDOS,1964.0,95.109,100202,PERÚ,ICA,CHINCHA,CHAVIN
VOTOS EN BLANCO,23.0,1.114,100202,PERÚ,ICA,CHINCHA,CHAVIN
VOTOS NULOS,78.0,3.777,100202,PERÚ,ICA,CHINCHA,CHAVIN
TOTAL DE VOTOS EMITIDOS,2065.0,100.0,100202,PERÚ,ICA,CHINCHA,CHAVIN
TOTAL DE VOTOS VÁLIDOS,46797.0,95.841,100201,PERÚ,ICA,CHINCHA,CHINCHA ALTA
VOTOS EN BLANCO,286.0,0.586,100201,PERÚ,ICA,CHINCHA,CHINCHA ALTA
VOTOS NULOS,1745.0,3.574,100201,PERÚ,ICA,CHINCHA,CHINCHA ALTA
TOTAL DE VOTOS EMITIDOS,48828.0,100.0,100201,PERÚ,ICA,CHINCHA,CHINCHA ALTA
TOTAL DE VOTOS VÁLIDOS,8494.0,96.293,100203,PERÚ,ICA,CHINCHA,CHINCHA BAJA
VOTOS EN BLANCO,61.0,0.692,100203,PERÚ,ICA,CHINCHA,CHINCHA BAJA
VOTOS NULOS,266.0,3.016,100203,PERÚ,ICA,CHINCHA,CHINCHA BAJA
TOTAL DE VOTOS EMITIDOS,8821.0,100.0,100203,PERÚ,ICA,CHINCHA,CHINCHA BAJA
TOTAL DE VOTOS VÁLIDOS,7862.0,95.575,100204,PERÚ,ICA,CHINCHA,EL CARMEN
VOTOS EN BLANCO,73.0,0.887,100204,PERÚ,ICA,CHINCHA,EL CARMEN
VOTOS NULOS,291.0,3.538,100204,PERÚ,ICA,CHINCHA,EL CARMEN
TOTAL DE VOTOS EMITIDOS,8226.0,100.0,100204,PERÚ,ICA,CHINCHA,EL CARMEN
TOTAL DE VOTOS VÁLIDOS,12947.0,96.468,100205,PERÚ,ICA,CHINCHA,GROCIO PRADO
VOTOS EN BLANCO,84.0,0.626,100205,PERÚ,ICA,CHINCHA,GROCIO PRADO
VOTOS NULOS,390.0,2.906,100205,PERÚ,ICA,CHINCHA,GROCIO PRADO
TOTAL DE VOTOS EMITIDOS,13421.0,100.0,100205,PERÚ,ICA,CHINCHA,GROCIO PRADO
TOTAL DE VOTOS VÁLIDOS,29684.0,96.099,100210,PERÚ,ICA,CHINCHA,PUEBLO NUEVO
VOTOS EN BLANCO,205.0,0.664,100210,PERÚ,ICA,CHINCHA,PUEBLO NUEVO
VOTOS NULOS,1000.0,3.237,100210,PERÚ,ICA,CHINCHA,PUEBLO NUEVO
TOTAL DE VOTOS EMITIDOS,30889.0,100.0,100210,PERÚ,ICA,CHINCHA,PUEBLO NUEVO
TOTAL DE VOTOS VÁLIDOS,673.0,94.39,100211,PERÚ,ICA,CHINCHA,SAN JUAN DE YANAC
VOTOS EN BLANCO,1.0,0.14,100211,PERÚ,ICA,CHINCHA,SAN JUAN DE YANAC
VOTOS NULOS,39.0,5.47,100211,PERÚ,ICA,CHINCHA,SAN JUAN DE YANAC
TOTAL DE VOTOS EMITIDOS,713.0,100.0,100211,PERÚ,ICA,CHINCHA,SAN JUAN DE YANAC
TOTAL DE VOTOS VÁLIDOS,754.0,96.296,100206,PERÚ,ICA,CHINCHA,SAN PEDRO DE HUACARPANA
VOTOS EN BLANCO,5.0,0.639,100206,PERÚ,ICA,CHINCHA,SAN PEDRO DE HUACARPANA
VOTOS NULOS,24.0,3.065,100206,PERÚ,ICA,CHINCHA,SAN PEDRO DE HUACARPANA
TOTAL DE VOTOS EMITIDOS,783.0,100.0,100206,PERÚ,ICA,CHINCHA,SAN PEDRO DE HUACARPANA
TOTAL DE VOTOS VÁLIDOS,13750.0,94.508,100207,PERÚ,ICA,CHINCHA,SUNAMPE
VOTOS EN BLANCO,105.0,0.722,100207,PERÚ,ICA,CHINCHA,SUNAMPE
VOTOS NULOS,694.0,4.77,100207,PERÚ,ICA,CHINCHA,SUNAMPE
TOTAL DE VOTOS EMITIDOS,14549.0,100.0,100207,PERÚ,ICA,CHINCHA,SUNAMPE
TOTAL DE VOTOS VÁLIDOS,3049.0,96.61,100208,PERÚ,ICA,CHINCHA,TAMBO DE MORA
VOTOS EN BLANCO,23.0,0.729,100208,PERÚ,ICA,CHINCHA,TAMBO DE MORA
VOTOS NULOS,84.0,2.662,100208,PERÚ,ICA,CHINCHA,TAMBO DE MORA
TOTAL DE VOTOS EMITIDOS,3156.0,100.0,100208,PERÚ,ICA,CHINCHA,TAMBO DE MORA
TOTAL DE VOTOS VÁLIDOS,220946.0,96.523,100100,PERÚ,ICA,ICA,TODOS
VOTOS EN BLANCO,1112.0,0.486,100100,PERÚ,ICA,ICA,TODOS
VOTOS NULOS,6846.0,2.991,100100,PERÚ,ICA,ICA,TODOS
TOTAL DE VOTOS EMITIDOS,228904.0,100.0,100100,PERÚ,ICA,ICA,TODOS
TOTAL DE VOTOS VÁLIDOS,98351.0,96.616,100101,PERÚ,ICA,ICA,ICA
VOTOS EN BLANCO,440.0,0.432,100101,PERÚ,ICA,ICA,ICA
VOTOS NULOS,3005.0,2.952,100101,PERÚ,ICA,ICA,ICA
TOTAL DE VOTOS EMITIDOS,101796.0,100.0,100101,PERÚ,ICA,ICA,ICA
TOTAL DE VOTOS VÁLIDOS,20791.0,96.028,100102,PERÚ,ICA,ICA,LA TINGUIÑA
VOTOS EN BLANCO,92.0,0.425,100102,PERÚ,ICA,ICA,LA TINGUIÑA
VOTOS NULOS,768.0,3.547,100102,PERÚ,ICA,ICA,LA TINGUIÑA
TOTAL DE VOTOS EMITIDOS,21651.0,100.0,100102,PERÚ,ICA,ICA,LA TINGUIÑA
TOTAL DE VOTOS VÁLIDOS,9597.0,97.145,100103,PERÚ,ICA,ICA,LOS AQUIJES
VOTOS EN BLANCO,46.0,0.466,100103,PERÚ,ICA,ICA,LOS AQUIJES
VOTOS NULOS,236.0,2.389,100103,PERÚ,ICA,ICA,LOS AQUIJES
TOTAL DE VOTOS EMITIDOS,9879.0,100.0,100103,PERÚ,ICA,ICA,LOS AQUIJES
TOTAL DE VOTOS VÁLIDOS,3260.0,96.621,100114,PERÚ,ICA,ICA,OCUCAJE
VOTOS EN BLANCO,22.0,0.652,100114,PERÚ,ICA,ICA,OCUCAJE
VOTOS NULOS,92.0,2.727,100114,PERÚ,ICA,ICA,OCUCAJE
TOTAL DE VOTOS EMITIDOS,3374.0,100.0,100114,PERÚ,ICA,ICA,OCUCAJE
TOTAL DE VOTOS VÁLIDOS,4257.0,97.059,100113,PERÚ,ICA,ICA,PACHACUTEC
VOTOS EN BLANCO,25.0,0.57,100113,PERÚ,ICA,ICA,PACHACUTEC
VOTOS NULOS,104.0,2.371,100113,PERÚ,ICA,ICA,PACHACUTEC
TOTAL DE VOTOS EMITIDOS,4386.0,100.0,100113,PERÚ,ICA,ICA,PACHACUTEC
TOTAL DE VOTOS VÁLIDOS,28107.0,96.376,100104,PERÚ,ICA,ICA,PARCONA
VOTOS EN BLANCO,167.0,0.573,100104,PERÚ,ICA,ICA,PARCONA
VOTOS NULOS,890.0,3.052,100104,PERÚ,ICA,ICA,PARCONA
TOTAL DE VOTOS EMITIDOS,29164.0,100.0,100104,PERÚ,ICA,ICA,PARCONA
TOTAL DE VOTOS VÁLIDOS,3618.0,97.468,100105,PERÚ,ICA,ICA,PUEBLO NUEVO
VOTOS EN BLANCO,24.0,0.647,100105,PERÚ,ICA,ICA,PUEBLO NUEVO
VOTOS NULOS,70.0,1.886,100105,PERÚ,ICA,ICA,PUEBLO NUEVO
TOTAL DE VOTOS EMITIDOS,3712.0,100.0,100105,PERÚ,ICA,ICA,PUEBLO NUEVO
TOTAL DE VOTOS VÁLIDOS,10903.0,95.926,100106,PERÚ,ICA,ICA,SALAS
VOTOS EN BLANCO,66.0,0.581,100106,PERÚ,ICA,ICA,SALAS
VOTOS NULOS,397.0,3.493,100106,PERÚ,ICA,ICA,SALAS
TOTAL DE VOTOS EMITIDOS,11366.0,100.0,100106,PERÚ,ICA,ICA,SALAS
TOTAL DE VOTOS VÁLIDOS,4443.0,96.357,100107,PERÚ,ICA,ICA,SAN JOSE DE LOS MOLINOS
VOTOS EN BLANCO,34.0,0.737,100107,PERÚ,ICA,ICA,SAN JOSE DE LOS MOLINOS
VOTOS NULOS,134.0,2.906,100107,PERÚ,ICA,ICA,SAN JOSE DE LOS MOLINOS
TOTAL DE VOTOS EMITIDOS,4611.0,100.0,100107,PERÚ,ICA,ICA,SAN JOSE DE LOS MOLINOS
TOTAL DE VOTOS VÁLIDOS,4925.0,97.757,100108,PERÚ,ICA,ICA,SAN JUAN BAUTISTA
VOTOS EN BLANCO,12.0,0.238,100108,PERÚ,ICA,ICA,SAN JUAN BAUTISTA
VOTOS NULOS,101.0,2.005,100108,PERÚ,ICA,ICA,SAN JUAN BAUTISTA
TOTAL DE VOTOS EMITIDOS,5038.0,100.0,100108,PERÚ,ICA,ICA,SAN JUAN BAUTISTA
TOTAL DE VOTOS VÁLIDOS,14485.0,95.762,100109,PERÚ,ICA,ICA,SANTIAGO
VOTOS EN BLANCO,93.0,0.615,100109,PERÚ,ICA,ICA,SANTIAGO
VOTOS NULOS,548.0,3.623,100109,PERÚ,ICA,ICA,SANTIAGO
TOTAL DE VOTOS EMITIDOS,15126.0,100.0,100109,PERÚ,ICA,ICA,SANTIAGO
TOTAL DE VOTOS VÁLIDOS,13097.0,96.685,100110,PERÚ,ICA,ICA,SUBTANJALLA
VOTOS EN BLANCO,61.0,0.45,100110,PERÚ,ICA,ICA,SUBTANJALLA
VOTOS NULOS,388.0,2.864,100110,PERÚ,ICA,ICA,SUBTANJALLA
TOTAL DE VOTOS EMITIDOS,13546.0,100.0,100110,PERÚ,ICA,ICA,SUBTANJALLA
TOTAL DE VOTOS VÁLIDOS,3236.0,97.382,100112,PERÚ,ICA,ICA,TATE
VOTOS EN BLANCO,23.0,0.692,100112,PERÚ,ICA,ICA,TATE
VOTOS NULOS,64.0,1.926,100112,PERÚ,ICA,ICA,TATE
TOTAL DE VOTOS EMITIDOS,3323.0,100.0,100112,PERÚ,ICA,ICA,TATE
TOTAL DE VOTOS VÁLIDOS,1876.0,97.101,100111,PERÚ,ICA,ICA,YAUCA DEL ROSARIO
VOTOS EN BLANCO,7.0,0.362,100111,PERÚ,ICA,ICA,YAUCA DEL ROSARIO
VOTOS NULOS,49.0,2.536,100111,PERÚ,ICA,ICA,YAUCA DEL ROSARIO
TOTAL DE VOTOS EMITIDOS,1932.0,100.0,100111,PERÚ,ICA,ICA,YAUCA DEL ROSARIO
TOTAL DE VOTOS VÁLIDOS,42019.0,96.489,100300,PERÚ,ICA,NAZCA,TODOS
VOTOS EN BLANCO,244.0,0.56,100300,PERÚ,ICA,NAZCA,TODOS
VOTOS NULOS,1285.0,2.951,100300,PERÚ,ICA,NAZCA,TODOS
TOTAL DE VOTOS EMITIDOS,43548.0,100.0,100300,PERÚ,ICA,NAZCA,TODOS
TOTAL DE VOTOS VÁLIDOS,1578.0,96.81,100302,PERÚ,ICA,NAZCA,CHANGUILLO
VOTOS EN BLANCO,10.0,0.613,100302,PERÚ,ICA,NAZCA,CHANGUILLO
VOTOS NULOS,42.0,2.577,100302,PERÚ,ICA,NAZCA,CHANGUILLO
TOTAL DE VOTOS EMITIDOS,1630.0,100.0,100302,PERÚ,ICA,NAZCA,CHANGUILLO
TOTAL DE VOTOS VÁLIDOS,2090.0,97.664,100303,PERÚ,ICA,NAZCA,EL INGENIO
VOTOS EN BLANCO,15.0,0.701,100303,PERÚ,ICA,NAZCA,EL INGENIO
VOTOS NULOS,35.0,1.636,100303,PERÚ,ICA,NAZCA,EL INGENIO
TOTAL DE VOTOS EMITIDOS,2140.0,100.0,100303,PERÚ,ICA,NAZCA,EL INGENIO
TOTAL DE VOTOS VÁLIDOS,9338.0,96.119,100304,PERÚ,ICA,NAZCA,MARCONA
VOTOS EN BLANCO,61.0,0.628,100304,PERÚ,ICA,NAZCA,MARCONA
VOTOS NULOS,316.0,3.253,100304,PERÚ,ICA,NAZCA,MARCONA
TOTAL DE VOTOS EMITIDOS,9715.0,100.0,100304,PERÚ,ICA,NAZCA,MARCONA
TOTAL DE VOTOS VÁLIDOS,18459.0,96.311,100301,PERÚ,ICA,NAZCA,NAZCA
VOTOS EN BLANCO,110.0,0.574,100301,PERÚ,ICA,NAZCA,NAZCA
VOTOS NULOS,597.0,3.115,100301,PERÚ,ICA,NAZCA,NAZCA
TOTAL DE VOTOS EMITIDOS,19166.0,100.0,100301,PERÚ,ICA,NAZCA,NAZCA
TOTAL DE VOTOS VÁLIDOS,10554.0,96.852,100305,PERÚ,ICA,NAZCA,VISTA ALEGRE
VOTOS EN BLANCO,48.0,0.44,100305,PERÚ,ICA,NAZCA,VISTA ALEGRE
VOTOS NULOS,295.0,2.707,100305,PERÚ,ICA,NAZCA,VISTA ALEGRE
TOTAL DE VOTOS EMITIDOS,10897.0,100.0,100305,PERÚ,ICA,NAZCA,VISTA ALEGRE
TOTAL DE VOTOS VÁLIDOS,9464.0,96.818,100500,PERÚ,ICA,PALPA,TODOS
VOTOS EN BLANCO,51.0,0.522,100500,PERÚ,ICA,PALPA,TODOS
VOTOS NULOS,260.0,2.66,100500,PERÚ,ICA,PALPA,TODOS
TOTAL DE VOTOS EMITIDOS,9775.0,100.0,100500,PERÚ,ICA,PALPA,TODOS
TOTAL DE VOTOS VÁLIDOS,1139.0,96.362,100502,PERÚ,ICA,PALPA,LLIPATA
VOTOS EN BLANCO,9.0,0.761,100502,PERÚ,ICA,PALPA,LLIPATA
VOTOS NULOS,34.0,2.876,100502,PERÚ,ICA,PALPA,LLIPATA
TOTAL DE VOTOS EMITIDOS,1182.0,100.0,100502,PERÚ,ICA,PALPA,LLIPATA
TOTAL DE VOTOS VÁLIDOS,5036.0,96.531,100501,PERÚ,ICA,PALPA,PALPA
VOTOS EN BLANCO,31.0,0.594,100501,PERÚ,ICA,PALPA,PALPA
VOTOS NULOS,150.0,2.875,100501,PERÚ,ICA,PALPA,PALPA
TOTAL DE VOTOS EMITIDOS,5217.0,100.0,100501,PERÚ,ICA,PALPA,PALPA
TOTAL DE VOTOS VÁLIDOS,1975.0,96.624,100503,PERÚ,ICA,PALPA,RIO GRANDE
VOTOS EN BLANCO,9.0,0.44,100503,PERÚ,ICA,PALPA,RIO GRANDE
VOTOS NULOS,60.0,2.935,100503,PERÚ,ICA,PALPA,RIO GRANDE
TOTAL DE VOTOS EMITIDOS,2044.0,100.0,100503,PERÚ,ICA,PALPA,RIO GRANDE
TOTAL DE VOTOS VÁLIDOS,1003.0,98.527,100504,PERÚ,ICA,PALPA,SANTA CRUZ
VOTOS EN BLANCO,1.0,0.098,100504,PERÚ,ICA,PALPA,SANTA CRUZ
VOTOS NULOS,14.0,1.375,100504,PERÚ,ICA,PALPA,SANTA CRUZ
TOTAL DE VOTOS EMITIDOS,1018.0,100.0,100504,PERÚ,ICA,PALPA,SANTA CRUZ
TOTAL DE VOTOS VÁLIDOS,311.0,99.045,100505,PERÚ,ICA,PALPA,TIBILLO
VOTOS EN BLANCO,1.0,0.318,100505,PERÚ,ICA,PALPA,TIBILLO
VOTOS NULOS,2.0,0.637,100505,PERÚ,ICA,PALPA,TIBILLO
TOTAL DE VOTOS EMITIDOS,314.0,100.0,100505,PERÚ,ICA,PALPA,TIBILLO
