vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
TOTAL DE VOTOS VÁLIDOS,928.0,87.962,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
VOTOS EN BLANCO,23.0,2.18,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
VOTOS NULOS,104.0,9.858,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
TOTAL DE VOTOS EMITIDOS,1055.0,100.0,050803,PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA
TOTAL DE VOTOS VÁLIDOS,37620.0,89.931,050300,PERÚ,AYACUCHO,HUANTA,TODOS
VOTOS EN BLANCO,724.0,1.731,050300,PERÚ,AYACUCHO,HUANTA,TODOS
VOTOS NULOS,3488.0,8.338,050300,PERÚ,AYACUCHO,HUANTA,TODOS
TOTAL DE VOTOS EMITIDOS,41832.0,100.0,050300,PERÚ,AYACUCHO,HUANTA,TODOS
TOTAL DE VOTOS VÁLIDOS,748.0,88.626,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
VOTOS EN BLANCO,25.0,2.962,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
VOTOS NULOS,71.0,8.412,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
TOTAL DE VOTOS EMITIDOS,844.0,100.0,050302,PERÚ,AYACUCHO,HUANTA,AYAHUANCO
TOTAL DE VOTOS VÁLIDOS,514.0,86.678,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
VOTOS EN BLANCO,8.0,1.349,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
VOTOS NULOS,71.0,11.973,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
TOTAL DE VOTOS EMITIDOS,593.0,100.0,050310,PERÚ,AYACUCHO,HUANTA,CANAYRE
TOTAL DE VOTOS VÁLIDOS,2335.0,86.9,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
VOTOS EN BLANCO,47.0,1.749,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
VOTOS NULOS,305.0,11.351,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
TOTAL DE VOTOS EMITIDOS,2687.0,100.0,050303,PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA
TOTAL DE VOTOS VÁLIDOS,17708.0,90.964,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
VOTOS EN BLANCO,272.0,1.397,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
VOTOS NULOS,1487.0,7.639,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
TOTAL DE VOTOS EMITIDOS,19467.0,100.0,050301,PERÚ,AYACUCHO,HUANTA,HUANTA
TOTAL DE VOTOS VÁLIDOS,1748.0,89.871,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
VOTOS EN BLANCO,37.0,1.902,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
VOTOS NULOS,160.0,8.226,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
TOTAL DE VOTOS EMITIDOS,1945.0,100.0,050304,PERÚ,AYACUCHO,HUANTA,IGUAIN
TOTAL DE VOTOS VÁLIDOS,3163.0,88.699,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
VOTOS EN BLANCO,76.0,2.131,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
VOTOS NULOS,327.0,9.17,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
TOTAL DE VOTOS EMITIDOS,3566.0,100.0,050309,PERÚ,AYACUCHO,HUANTA,LLOCHEGUA
TOTAL DE VOTOS VÁLIDOS,2886.0,91.445,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
VOTOS EN BLANCO,46.0,1.458,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
VOTOS NULOS,224.0,7.098,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
TOTAL DE VOTOS EMITIDOS,3156.0,100.0,050305,PERÚ,AYACUCHO,HUANTA,LURICOCHA
TOTAL DE VOTOS VÁLIDOS,544.0,88.889,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
VOTOS EN BLANCO,34.0,5.556,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
VOTOS NULOS,34.0,5.556,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
TOTAL DE VOTOS EMITIDOS,612.0,100.0,050312,PERÚ,AYACUCHO,HUANTA,PUCACOLPA
TOTAL DE VOTOS VÁLIDOS,2712.0,87.175,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
VOTOS EN BLANCO,71.0,2.282,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
VOTOS NULOS,328.0,10.543,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
TOTAL DE VOTOS EMITIDOS,3111.0,100.0,050307,PERÚ,AYACUCHO,HUANTA,SANTILLANA
TOTAL DE VOTOS VÁLIDOS,4120.0,90.929,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
VOTOS EN BLANCO,67.0,1.479,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
VOTOS NULOS,344.0,7.592,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
TOTAL DE VOTOS EMITIDOS,4531.0,100.0,050308,PERÚ,AYACUCHO,HUANTA,SIVIA
TOTAL DE VOTOS VÁLIDOS,1142.0,86.515,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
VOTOS EN BLANCO,41.0,3.106,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
VOTOS NULOS,137.0,10.379,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
TOTAL DE VOTOS EMITIDOS,1320.0,100.0,050311,PERÚ,AYACUCHO,HUANTA,UCHURACCAY
TOTAL DE VOTOS VÁLIDOS,30417.0,90.106,050400,PERÚ,AYACUCHO,LA MAR,TODOS
VOTOS EN BLANCO,662.0,1.961,050400,PERÚ,AYACUCHO,LA MAR,TODOS
VOTOS NULOS,2678.0,7.933,050400,PERÚ,AYACUCHO,LA MAR,TODOS
TOTAL DE VOTOS EMITIDOS,33757.0,100.0,050400,PERÚ,AYACUCHO,LA MAR,TODOS
TOTAL DE VOTOS VÁLIDOS,1725.0,92.345,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
VOTOS EN BLANCO,37.0,1.981,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
VOTOS NULOS,106.0,5.675,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
TOTAL DE VOTOS EMITIDOS,1868.0,100.0,050410,PERÚ,AYACUCHO,LA MAR,ANCHIHUAY
TOTAL DE VOTOS VÁLIDOS,3322.0,90.839,050402,PERÚ,AYACUCHO,LA MAR,ANCO
VOTOS EN BLANCO,99.0,2.707,050402,PERÚ,AYACUCHO,LA MAR,ANCO
VOTOS NULOS,236.0,6.453,050402,PERÚ,AYACUCHO,LA MAR,ANCO
TOTAL DE VOTOS EMITIDOS,3657.0,100.0,050402,PERÚ,AYACUCHO,LA MAR,ANCO
TOTAL DE VOTOS VÁLIDOS,4178.0,92.741,050403,PERÚ,AYACUCHO,LA MAR,AYNA
VOTOS EN BLANCO,69.0,1.532,050403,PERÚ,AYACUCHO,LA MAR,AYNA
VOTOS NULOS,258.0,5.727,050403,PERÚ,AYACUCHO,LA MAR,AYNA
TOTAL DE VOTOS EMITIDOS,4505.0,100.0,050403,PERÚ,AYACUCHO,LA MAR,AYNA
TOTAL DE VOTOS VÁLIDOS,844.0,89.124,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
VOTOS EN BLANCO,28.0,2.957,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
VOTOS NULOS,75.0,7.92,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
TOTAL DE VOTOS EMITIDOS,947.0,100.0,050404,PERÚ,AYACUCHO,LA MAR,CHILCAS
TOTAL DE VOTOS VÁLIDOS,1450.0,88.957,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
VOTOS EN BLANCO,44.0,2.699,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
VOTOS NULOS,136.0,8.344,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
TOTAL DE VOTOS EMITIDOS,1630.0,100.0,050405,PERÚ,AYACUCHO,LA MAR,CHUNGUI
TOTAL DE VOTOS VÁLIDOS,617.0,92.09,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
VOTOS EN BLANCO,7.0,1.045,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
VOTOS NULOS,46.0,6.866,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
TOTAL DE VOTOS EMITIDOS,670.0,100.0,050407,PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA
TOTAL DE VOTOS VÁLIDOS,3226.0,90.567,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
VOTOS EN BLANCO,65.0,1.825,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
VOTOS NULOS,271.0,7.608,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
TOTAL DE VOTOS EMITIDOS,3562.0,100.0,050409,PERÚ,AYACUCHO,LA MAR,SAMUGARI
TOTAL DE VOTOS VÁLIDOS,5043.0,88.567,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
VOTOS EN BLANCO,94.0,1.651,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
VOTOS NULOS,557.0,9.782,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
TOTAL DE VOTOS EMITIDOS,5694.0,100.0,050401,PERÚ,AYACUCHO,LA MAR,SAN MIGUEL
TOTAL DE VOTOS VÁLIDOS,4516.0,90.519,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
VOTOS EN BLANCO,73.0,1.463,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
VOTOS NULOS,400.0,8.018,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
TOTAL DE VOTOS EMITIDOS,4989.0,100.0,050408,PERÚ,AYACUCHO,LA MAR,SANTA ROSA
TOTAL DE VOTOS VÁLIDOS,5496.0,88.148,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
VOTOS EN BLANCO,146.0,2.342,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
VOTOS NULOS,593.0,9.511,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
TOTAL DE VOTOS EMITIDOS,6235.0,100.0,050406,PERÚ,AYACUCHO,LA MAR,TAMBO
TOTAL DE VOTOS VÁLIDOS,21923.0,92.455,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
VOTOS EN BLANCO,356.0,1.501,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
VOTOS NULOS,1433.0,6.043,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
TOTAL DE VOTOS EMITIDOS,23712.0,100.0,050500,PERÚ,AYACUCHO,LUCANAS,TODOS
TOTAL DE VOTOS VÁLIDOS,881.0,90.359,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
VOTOS EN BLANCO,16.0,1.641,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
VOTOS NULOS,78.0,8.0,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
TOTAL DE VOTOS EMITIDOS,975.0,100.0,050502,PERÚ,AYACUCHO,LUCANAS,AUCARA
TOTAL DE VOTOS VÁLIDOS,513.0,90.636,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
VOTOS EN BLANCO,9.0,1.59,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
VOTOS NULOS,44.0,7.774,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
TOTAL DE VOTOS EMITIDOS,566.0,100.0,050503,PERÚ,AYACUCHO,LUCANAS,CABANA
TOTAL DE VOTOS VÁLIDOS,539.0,90.134,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
VOTOS EN BLANCO,15.0,2.508,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
VOTOS NULOS,44.0,7.358,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
TOTAL DE VOTOS EMITIDOS,598.0,100.0,050504,PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO
TOTAL DE VOTOS VÁLIDOS,927.0,87.288,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
VOTOS EN BLANCO,38.0,3.578,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
VOTOS NULOS,97.0,9.134,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
TOTAL DE VOTOS EMITIDOS,1062.0,100.0,050506,PERÚ,AYACUCHO,LUCANAS,CHAVIÑA
TOTAL DE VOTOS VÁLIDOS,1031.0,91.078,050508,PERÚ,AYACUCHO,LUCANAS,CHIPAO
VOTOS EN BLANCO,22.0,1.943,050508,PERÚ,AYACUCHO,LUCANAS,CHIPAO
VOTOS NULOS,79.0,6.979,050508,PERÚ,AYACUCHO,LUCANAS,CHIPAO
TOTAL DE VOTOS EMITIDOS,1132.0,100.0,050508,PERÚ,AYACUCHO,LUCANAS,CHIPAO
TOTAL DE VOTOS VÁLIDOS,722.0,95.503,050510,PERÚ,AYACUCHO,LUCANAS,HUAC-HUAS
VOTOS EN BLANCO,9.0,1.19,050510,PERÚ,AYACUCHO,LUCANAS,HUAC-HUAS
VOTOS NULOS,25.0,3.307,050510,PERÚ,AYACUCHO,LUCANAS,HUAC-HUAS
TOTAL DE VOTOS EMITIDOS,756.0,100.0,050510,PERÚ,AYACUCHO,LUCANAS,HUAC-HUAS
TOTAL DE VOTOS VÁLIDOS,793.0,93.957,050511,PERÚ,AYACUCHO,LUCANAS,LARAMATE
VOTOS EN BLANCO,9.0,1.066,050511,PERÚ,AYACUCHO,LUCANAS,LARAMATE
VOTOS NULOS,42.0,4.976,050511,PERÚ,AYACUCHO,LUCANAS,LARAMATE
TOTAL DE VOTOS EMITIDOS,844.0,100.0,050511,PERÚ,AYACUCHO,LUCANAS,LARAMATE
TOTAL DE VOTOS VÁLIDOS,603.0,95.411,050512,PERÚ,AYACUCHO,LUCANAS,LEONCIO PRADO
VOTOS EN BLANCO,5.0,0.791,050512,PERÚ,AYACUCHO,LUCANAS,LEONCIO PRADO
VOTOS NULOS,24.0,3.797,050512,PERÚ,AYACUCHO,LUCANAS,LEONCIO PRADO
TOTAL DE VOTOS EMITIDOS,632.0,100.0,050512,PERÚ,AYACUCHO,LUCANAS,LEONCIO PRADO
TOTAL DE VOTOS VÁLIDOS,695.0,94.558,050514,PERÚ,AYACUCHO,LUCANAS,LLAUTA
VOTOS EN BLANCO,6.0,0.816,050514,PERÚ,AYACUCHO,LUCANAS,LLAUTA
VOTOS NULOS,34.0,4.626,050514,PERÚ,AYACUCHO,LUCANAS,LLAUTA
TOTAL DE VOTOS EMITIDOS,735.0,100.0,050514,PERÚ,AYACUCHO,LUCANAS,LLAUTA
TOTAL DE VOTOS VÁLIDOS,1372.0,92.142,050513,PERÚ,AYACUCHO,LUCANAS,LUCANAS
VOTOS EN BLANCO,18.0,1.209,050513,PERÚ,AYACUCHO,LUCANAS,LUCANAS
VOTOS NULOS,99.0,6.649,050513,PERÚ,AYACUCHO,LUCANAS,LUCANAS
TOTAL DE VOTOS EMITIDOS,1489.0,100.0,050513,PERÚ,AYACUCHO,LUCANAS,LUCANAS
TOTAL DE VOTOS VÁLIDOS,1219.0,93.338,050516,PERÚ,AYACUCHO,LUCANAS,OCAÑA
VOTOS EN BLANCO,17.0,1.302,050516,PERÚ,AYACUCHO,LUCANAS,OCAÑA
VOTOS NULOS,70.0,5.36,050516,PERÚ,AYACUCHO,LUCANAS,OCAÑA
TOTAL DE VOTOS EMITIDOS,1306.0,100.0,050516,PERÚ,AYACUCHO,LUCANAS,OCAÑA
TOTAL DE VOTOS VÁLIDOS,911.0,95.794,050517,PERÚ,AYACUCHO,LUCANAS,OTOCA
VOTOS EN BLANCO,16.0,1.682,050517,PERÚ,AYACUCHO,LUCANAS,OTOCA
VOTOS NULOS,24.0,2.524,050517,PERÚ,AYACUCHO,LUCANAS,OTOCA
TOTAL DE VOTOS EMITIDOS,951.0,100.0,050517,PERÚ,AYACUCHO,LUCANAS,OTOCA
TOTAL DE VOTOS VÁLIDOS,6322.0,92.848,050501,PERÚ,AYACUCHO,LUCANAS,PUQUIO
VOTOS EN BLANCO,74.0,1.087,050501,PERÚ,AYACUCHO,LUCANAS,PUQUIO
VOTOS NULOS,413.0,6.066,050501,PERÚ,AYACUCHO,LUCANAS,PUQUIO
TOTAL DE VOTOS EMITIDOS,6809.0,100.0,050501,PERÚ,AYACUCHO,LUCANAS,PUQUIO
TOTAL DE VOTOS VÁLIDOS,207.0,96.729,050529,PERÚ,AYACUCHO,LUCANAS,SAISA
VOTOS EN BLANCO,2.0,0.935,050529,PERÚ,AYACUCHO,LUCANAS,SAISA
VOTOS NULOS,5.0,2.336,050529,PERÚ,AYACUCHO,LUCANAS,SAISA
TOTAL DE VOTOS EMITIDOS,214.0,100.0,050529,PERÚ,AYACUCHO,LUCANAS,SAISA
TOTAL DE VOTOS VÁLIDOS,813.0,89.243,050532,PERÚ,AYACUCHO,LUCANAS,SAN CRISTOBAL
VOTOS EN BLANCO,19.0,2.086,050532,PERÚ,AYACUCHO,LUCANAS,SAN CRISTOBAL
VOTOS NULOS,79.0,8.672,050532,PERÚ,AYACUCHO,LUCANAS,SAN CRISTOBAL
TOTAL DE VOTOS EMITIDOS,911.0,100.0,050532,PERÚ,AYACUCHO,LUCANAS,SAN CRISTOBAL
TOTAL DE VOTOS VÁLIDOS,366.0,94.574,050521,PERÚ,AYACUCHO,LUCANAS,SAN JUAN
VOTOS EN BLANCO,1.0,0.258,050521,PERÚ,AYACUCHO,LUCANAS,SAN JUAN
VOTOS NULOS,20.0,5.168,050521,PERÚ,AYACUCHO,LUCANAS,SAN JUAN
TOTAL DE VOTOS EMITIDOS,387.0,100.0,050521,PERÚ,AYACUCHO,LUCANAS,SAN JUAN
TOTAL DE VOTOS VÁLIDOS,1384.0,92.513,050522,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO
VOTOS EN BLANCO,26.0,1.738,050522,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO
VOTOS NULOS,86.0,5.749,050522,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO
TOTAL DE VOTOS EMITIDOS,1496.0,100.0,050522,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO
TOTAL DE VOTOS VÁLIDOS,510.0,90.265,050531,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO
VOTOS EN BLANCO,13.0,2.301,050531,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO
VOTOS NULOS,42.0,7.434,050531,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO
TOTAL DE VOTOS EMITIDOS,565.0,100.0,050531,PERÚ,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO
TOTAL DE VOTOS VÁLIDOS,1332.0,91.736,050520,PERÚ,AYACUCHO,LUCANAS,SANCOS
VOTOS EN BLANCO,27.0,1.86,050520,PERÚ,AYACUCHO,LUCANAS,SANCOS
VOTOS NULOS,93.0,6.405,050520,PERÚ,AYACUCHO,LUCANAS,SANCOS
TOTAL DE VOTOS EMITIDOS,1452.0,100.0,050520,PERÚ,AYACUCHO,LUCANAS,SANCOS
TOTAL DE VOTOS VÁLIDOS,295.0,91.049,050524,PERÚ,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO
VOTOS EN BLANCO,7.0,2.16,050524,PERÚ,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO
VOTOS NULOS,22.0,6.79,050524,PERÚ,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO
TOTAL DE VOTOS EMITIDOS,324.0,100.0,050524,PERÚ,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO
TOTAL DE VOTOS VÁLIDOS,488.0,96.063,050525,PERÚ,AYACUCHO,LUCANAS,SANTA LUCIA
VOTOS EN BLANCO,7.0,1.378,050525,PERÚ,AYACUCHO,LUCANAS,SANTA LUCIA
VOTOS NULOS,13.0,2.559,050525,PERÚ,AYACUCHO,LUCANAS,SANTA LUCIA
TOTAL DE VOTOS EMITIDOS,508.0,100.0,050525,PERÚ,AYACUCHO,LUCANAS,SANTA LUCIA
TOTAL DE VOTOS VÁLIDOS,10584.0,91.069,050600,PERÚ,AYACUCHO,PARINACOCHAS,TODOS
VOTOS EN BLANCO,217.0,1.867,050600,PERÚ,AYACUCHO,PARINACOCHAS,TODOS
VOTOS NULOS,821.0,7.064,050600,PERÚ,AYACUCHO,PARINACOCHAS,TODOS
TOTAL DE VOTOS EMITIDOS,11622.0,100.0,050600,PERÚ,AYACUCHO,PARINACOCHAS,TODOS
TOTAL DE VOTOS VÁLIDOS,1090.0,90.232,050605,PERÚ,AYACUCHO,PARINACOCHAS,CHUMPI
VOTOS EN BLANCO,35.0,2.897,050605,PERÚ,AYACUCHO,PARINACOCHAS,CHUMPI
VOTOS NULOS,83.0,6.871,050605,PERÚ,AYACUCHO,PARINACOCHAS,CHUMPI
TOTAL DE VOTOS EMITIDOS,1208.0,100.0,050605,PERÚ,AYACUCHO,PARINACOCHAS,CHUMPI
TOTAL DE VOTOS VÁLIDOS,5222.0,91.214,050601,PERÚ,AYACUCHO,PARINACOCHAS,CORACORA
VOTOS EN BLANCO,97.0,1.694,050601,PERÚ,AYACUCHO,PARINACOCHAS,CORACORA
VOTOS NULOS,406.0,7.092,050601,PERÚ,AYACUCHO,PARINACOCHAS,CORACORA
TOTAL DE VOTOS EMITIDOS,5725.0,100.0,050601,PERÚ,AYACUCHO,PARINACOCHAS,CORACORA
TOTAL DE VOTOS VÁLIDOS,350.0,87.065,050604,PERÚ,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA
VOTOS EN BLANCO,11.0,2.736,050604,PERÚ,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA
VOTOS NULOS,41.0,10.199,050604,PERÚ,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA
TOTAL DE VOTOS EMITIDOS,402.0,100.0,050604,PERÚ,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA
TOTAL DE VOTOS VÁLIDOS,333.0,86.494,050608,PERÚ,AYACUCHO,PARINACOCHAS,PACAPAUSA
VOTOS EN BLANCO,16.0,4.156,050608,PERÚ,AYACUCHO,PARINACOCHAS,PACAPAUSA
VOTOS NULOS,36.0,9.351,050608,PERÚ,AYACUCHO,PARINACOCHAS,PACAPAUSA
TOTAL DE VOTOS EMITIDOS,385.0,100.0,050608,PERÚ,AYACUCHO,PARINACOCHAS,PACAPAUSA
TOTAL DE VOTOS VÁLIDOS,1638.0,94.627,050611,PERÚ,AYACUCHO,PARINACOCHAS,PULLO
VOTOS EN BLANCO,20.0,1.155,050611,PERÚ,AYACUCHO,PARINACOCHAS,PULLO
VOTOS NULOS,73.0,4.217,050611,PERÚ,AYACUCHO,PARINACOCHAS,PULLO
TOTAL DE VOTOS EMITIDOS,1731.0,100.0,050611,PERÚ,AYACUCHO,PARINACOCHAS,PULLO
TOTAL DE VOTOS VÁLIDOS,1031.0,89.965,050612,PERÚ,AYACUCHO,PARINACOCHAS,PUYUSCA
VOTOS EN BLANCO,21.0,1.832,050612,PERÚ,AYACUCHO,PARINACOCHAS,PUYUSCA
VOTOS NULOS,94.0,8.202,050612,PERÚ,AYACUCHO,PARINACOCHAS,PUYUSCA
TOTAL DE VOTOS EMITIDOS,1146.0,100.0,050612,PERÚ,AYACUCHO,PARINACOCHAS,PUYUSCA
TOTAL DE VOTOS VÁLIDOS,346.0,90.339,050615,PERÚ,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO
VOTOS EN BLANCO,4.0,1.044,050615,PERÚ,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO
VOTOS NULOS,33.0,8.616,050615,PERÚ,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO
TOTAL DE VOTOS EMITIDOS,383.0,100.0,050615,PERÚ,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO
TOTAL DE VOTOS VÁLIDOS,574.0,89.408,050616,PERÚ,AYACUCHO,PARINACOCHAS,UPAHUACHO
VOTOS EN BLANCO,13.0,2.025,050616,PERÚ,AYACUCHO,PARINACOCHAS,UPAHUACHO
VOTOS NULOS,55.0,8.567,050616,PERÚ,AYACUCHO,PARINACOCHAS,UPAHUACHO
TOTAL DE VOTOS EMITIDOS,642.0,100.0,050616,PERÚ,AYACUCHO,PARINACOCHAS,UPAHUACHO
TOTAL DE VOTOS VÁLIDOS,4200.0,92.287,051000,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,TODOS
VOTOS EN BLANCO,65.0,1.428,051000,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,TODOS
VOTOS NULOS,286.0,6.284,051000,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,TODOS
TOTAL DE VOTOS EMITIDOS,4551.0,100.0,051000,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,TODOS
TOTAL DE VOTOS VÁLIDOS,224.0,90.688,051002,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,COLTA
VOTOS EN BLANCO,4.0,1.619,051002,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,COLTA
VOTOS NULOS,19.0,7.692,051002,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,COLTA
TOTAL DE VOTOS EMITIDOS,247.0,100.0,051002,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,COLTA
TOTAL DE VOTOS VÁLIDOS,201.0,94.811,051003,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA
VOTOS EN BLANCO,4.0,1.887,051003,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA
VOTOS NULOS,7.0,3.302,051003,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA
TOTAL DE VOTOS EMITIDOS,212.0,100.0,051003,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA
TOTAL DE VOTOS VÁLIDOS,922.0,93.32,051004,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA
VOTOS EN BLANCO,6.0,0.607,051004,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA
VOTOS NULOS,60.0,6.073,051004,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA
TOTAL DE VOTOS EMITIDOS,988.0,100.0,051004,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA
TOTAL DE VOTOS VÁLIDOS,313.0,95.427,051005,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA
VOTOS EN BLANCO,3.0,0.915,051005,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA
VOTOS NULOS,12.0,3.659,051005,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA
TOTAL DE VOTOS EMITIDOS,328.0,100.0,051005,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA
TOTAL DE VOTOS VÁLIDOS,372.0,88.152,051006,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO
VOTOS EN BLANCO,9.0,2.133,051006,PERÚ,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO
