party,votes,perc_valid,perc_emit,ubigeo,ambito,departamento,provincia,distrito
FUERZA POPULAR ,985.0,46.375,41.248,021801,PERÚ,ANCASH,ASUNCION,CHACAS
PERUANOS POR EL KAMBIO ,5518.0,43.133,40.796,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
FUERZA POPULAR ,7275.0,56.867,53.785,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
PERUANOS POR EL KAMBIO ,92.0,65.714,63.889,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
FUERZA POPULAR ,48.0,34.286,33.333,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
PERUANOS POR EL KAMBIO ,351.0,43.173,41.005,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
FUERZA POPULAR ,462.0,56.827,53.972,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
PERUANOS POR EL KAMBIO ,392.0,34.206,31.41,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
FUERZA POPULAR ,754.0,65.794,60.417,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
PERUANOS POR EL KAMBIO ,304.0,29.98,28.87,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
FUERZA POPULAR ,710.0,70.02,67.426,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
PERUANOS POR EL KAMBIO ,96.0,54.237,53.039,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
FUERZA POPULAR ,81.0,45.763,44.751,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
PERUANOS POR EL KAMBIO ,1093.0,53.317,50.23,020301,PERÚ,ANCASH,BOLOGNESI,CHIQUIAN
FUERZA POPULAR ,957.0,46.683,43.98,020301,PERÚ,ANCASH,BOLOGNESI,CHIQUIAN
PERUANOS POR EL KAMBIO ,531.0,38.562,37.107,020323,PERÚ,ANCASH,BOLOGNESI,COLQUIOC
FUERZA POPULAR ,846.0,61.438,59.119,020323,PERÚ,ANCASH,BOLOGNESI,COLQUIOC
PERUANOS POR EL KAMBIO ,1133.0,36.326,34.406,020325,PERÚ,ANCASH,BOLOGNESI,HUALLANCA
FUERZA POPULAR ,1986.0,63.674,60.31,020325,PERÚ,ANCASH,BOLOGNESI,HUALLANCA
PERUANOS POR EL KAMBIO ,440.0,51.948,48.943,020311,PERÚ,ANCASH,BOLOGNESI,HUASTA
FUERZA POPULAR ,407.0,48.052,45.273,020311,PERÚ,ANCASH,BOLOGNESI,HUASTA
PERUANOS POR EL KAMBIO ,352.0,55.172,51.237,020310,PERÚ,ANCASH,BOLOGNESI,HUAYLLACAYAN
FUERZA POPULAR ,286.0,44.828,41.63,020310,PERÚ,ANCASH,BOLOGNESI,HUAYLLACAYAN
PERUANOS POR EL KAMBIO ,118.0,72.84,71.515,020324,PERÚ,ANCASH,BOLOGNESI,LA PRIMAVERA
FUERZA POPULAR ,44.0,27.16,26.667,020324,PERÚ,ANCASH,BOLOGNESI,LA PRIMAVERA
PERUANOS POR EL KAMBIO ,102.0,35.664,34.114,020313,PERÚ,ANCASH,BOLOGNESI,MANGAS
FUERZA POPULAR ,184.0,64.336,61.538,020313,PERÚ,ANCASH,BOLOGNESI,MANGAS
PERUANOS POR EL KAMBIO ,366.0,66.788,61.824,020315,PERÚ,ANCASH,BOLOGNESI,PACLLON
FUERZA POPULAR ,182.0,33.212,30.743,020315,PERÚ,ANCASH,BOLOGNESI,PACLLON
PERUANOS POR EL KAMBIO ,65.0,36.932,36.111,020317,PERÚ,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI
FUERZA POPULAR ,111.0,63.068,61.667,020317,PERÚ,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI
PERUANOS POR EL KAMBIO ,83.0,27.667,25.776,020320,PERÚ,ANCASH,BOLOGNESI,TICLLOS
FUERZA POPULAR ,217.0,72.333,67.391,020320,PERÚ,ANCASH,BOLOGNESI,TICLLOS
PERUANOS POR EL KAMBIO ,11158.0,42.546,38.267,020400,PERÚ,ANCASH,CARHUAZ,TODOS
FUERZA POPULAR ,15068.0,57.454,51.677,020400,PERÚ,ANCASH,CARHUAZ,TODOS
PERUANOS POR EL KAMBIO ,581.0,40.743,36.936,020402,PERÚ,ANCASH,CARHUAZ,ACOPAMPA
FUERZA POPULAR ,845.0,59.257,53.719,020402,PERÚ,ANCASH,CARHUAZ,ACOPAMPA
PERUANOS POR EL KAMBIO ,557.0,49.821,44.775,020403,PERÚ,ANCASH,CARHUAZ,AMASHCA
FUERZA POPULAR ,561.0,50.179,45.096,020403,PERÚ,ANCASH,CARHUAZ,AMASHCA
PERUANOS POR EL KAMBIO ,701.0,45.402,43.138,020404,PERÚ,ANCASH,CARHUAZ,ANTA
FUERZA POPULAR ,843.0,54.598,51.877,020404,PERÚ,ANCASH,CARHUAZ,ANTA
PERUANOS POR EL KAMBIO ,296.0,31.794,28.963,020405,PERÚ,ANCASH,CARHUAZ,ATAQUERO
FUERZA POPULAR ,635.0,68.206,62.133,020405,PERÚ,ANCASH,CARHUAZ,ATAQUERO
PERUANOS POR EL KAMBIO ,3582.0,46.124,40.548,020401,PERÚ,ANCASH,CARHUAZ,CARHUAZ
FUERZA POPULAR ,4184.0,53.876,47.362,020401,PERÚ,ANCASH,CARHUAZ,CARHUAZ
PERUANOS POR EL KAMBIO ,2083.0,37.763,33.826,020406,PERÚ,ANCASH,CARHUAZ,MARCARA
FUERZA POPULAR ,3433.0,62.237,55.749,020406,PERÚ,ANCASH,CARHUAZ,MARCARA
PERUANOS POR EL KAMBIO ,494.0,49.648,46.869,020407,PERÚ,ANCASH,CARHUAZ,PARIAHUANCA
FUERZA POPULAR ,501.0,50.352,47.533,020407,PERÚ,ANCASH,CARHUAZ,PARIAHUANCA
PERUANOS POR EL KAMBIO ,430.0,30.891,27.564,020408,PERÚ,ANCASH,CARHUAZ,SAN MIGUEL DE ACO
FUERZA POPULAR ,962.0,69.109,61.667,020408,PERÚ,ANCASH,CARHUAZ,SAN MIGUEL DE ACO
PERUANOS POR EL KAMBIO ,1174.0,58.408,50.386,020409,PERÚ,ANCASH,CARHUAZ,SHILLA
FUERZA POPULAR ,836.0,41.592,35.88,020409,PERÚ,ANCASH,CARHUAZ,SHILLA
PERUANOS POR EL KAMBIO ,716.0,40.705,38.227,020410,PERÚ,ANCASH,CARHUAZ,TINCO
FUERZA POPULAR ,1043.0,59.295,55.686,020410,PERÚ,ANCASH,CARHUAZ,TINCO
PERUANOS POR EL KAMBIO ,544.0,30.752,28.859,020411,PERÚ,ANCASH,CARHUAZ,YUNGAR
FUERZA POPULAR ,1225.0,69.248,64.987,020411,PERÚ,ANCASH,CARHUAZ,YUNGAR
PERUANOS POR EL KAMBIO ,4133.0,53.984,45.927,021700,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,TODOS
FUERZA POPULAR ,3523.0,46.016,39.149,021700,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,TODOS
PERUANOS POR EL KAMBIO ,2114.0,47.378,40.638,021701,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS
FUERZA POPULAR ,2348.0,52.622,45.136,021701,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS
PERUANOS POR EL KAMBIO ,887.0,66.442,56.497,021703,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS
FUERZA POPULAR ,448.0,33.558,28.535,021703,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS
PERUANOS POR EL KAMBIO ,1132.0,60.893,50.831,021702,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA
FUERZA POPULAR ,727.0,39.107,32.645,021702,PERÚ,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA
PERUANOS POR EL KAMBIO ,9158.0,33.741,31.956,020500,PERÚ,ANCASH,CASMA,TODOS
FUERZA POPULAR ,17984.0,66.259,62.754,020500,PERÚ,ANCASH,CASMA,TODOS
PERUANOS POR EL KAMBIO ,736.0,28.728,26.94,020502,PERÚ,ANCASH,CASMA,BUENA VISTA ALTA
FUERZA POPULAR ,1826.0,71.272,66.837,020502,PERÚ,ANCASH,CASMA,BUENA VISTA ALTA
PERUANOS POR EL KAMBIO ,6741.0,36.006,34.281,020501,PERÚ,ANCASH,CASMA,CASMA
FUERZA POPULAR ,11981.0,63.994,60.929,020501,PERÚ,ANCASH,CASMA,CASMA
PERUANOS POR EL KAMBIO ,510.0,33.752,32.463,020503,PERÚ,ANCASH,CASMA,COMANDANTE NOEL
FUERZA POPULAR ,1001.0,66.248,63.717,020503,PERÚ,ANCASH,CASMA,COMANDANTE NOEL
PERUANOS POR EL KAMBIO ,1171.0,26.938,24.963,020505,PERÚ,ANCASH,CASMA,YAUTAN
FUERZA POPULAR ,3176.0,73.062,67.704,020505,PERÚ,ANCASH,CASMA,YAUTAN
PERUANOS POR EL KAMBIO ,1501.0,43.482,41.011,020600,PERÚ,ANCASH,CORONGO,TODOS
FUERZA POPULAR ,1951.0,56.518,53.306,020600,PERÚ,ANCASH,CORONGO,TODOS
PERUANOS POR EL KAMBIO ,78.0,39.394,36.967,020602,PERÚ,ANCASH,CORONGO,ACO
FUERZA POPULAR ,120.0,60.606,56.872,020602,PERÚ,ANCASH,CORONGO,ACO
PERUANOS POR EL KAMBIO ,114.0,49.565,48.305,020603,PERÚ,ANCASH,CORONGO,BAMBAS
FUERZA POPULAR ,116.0,50.435,49.153,020603,PERÚ,ANCASH,CORONGO,BAMBAS
PERUANOS POR EL KAMBIO ,309.0,43.892,40.182,020601,PERÚ,ANCASH,CORONGO,CORONGO
FUERZA POPULAR ,395.0,56.108,51.365,020601,PERÚ,ANCASH,CORONGO,CORONGO
PERUANOS POR EL KAMBIO ,620.0,49.206,46.863,020604,PERÚ,ANCASH,CORONGO,CUSCA
FUERZA POPULAR ,640.0,50.794,48.375,020604,PERÚ,ANCASH,CORONGO,CUSCA
PERUANOS POR EL KAMBIO ,188.0,37.228,35.14,020605,PERÚ,ANCASH,CORONGO,LA PAMPA
FUERZA POPULAR ,317.0,62.772,59.252,020605,PERÚ,ANCASH,CORONGO,LA PAMPA
PERUANOS POR EL KAMBIO ,137.0,38.056,35.77,020606,PERÚ,ANCASH,CORONGO,YANAC
FUERZA POPULAR ,223.0,61.944,58.225,020606,PERÚ,ANCASH,CORONGO,YANAC
PERUANOS POR EL KAMBIO ,55.0,28.205,27.094,020607,PERÚ,ANCASH,CORONGO,YUPAN
FUERZA POPULAR ,140.0,71.795,68.966,020607,PERÚ,ANCASH,CORONGO,YUPAN
PERUANOS POR EL KAMBIO ,45346.0,50.9,47.383,020100,PERÚ,ANCASH,HUARAZ,TODOS
FUERZA POPULAR ,43742.0,49.1,45.707,020100,PERÚ,ANCASH,HUARAZ,TODOS
PERUANOS POR EL KAMBIO ,319.0,34.338,32.419,020103,PERÚ,ANCASH,HUARAZ,COCHABAMBA
FUERZA POPULAR ,610.0,65.662,61.992,020103,PERÚ,ANCASH,HUARAZ,COCHABAMBA
PERUANOS POR EL KAMBIO ,81.0,37.674,36.486,020104,PERÚ,ANCASH,HUARAZ,COLCABAMBA
FUERZA POPULAR ,134.0,62.326,60.36,020104,PERÚ,ANCASH,HUARAZ,COLCABAMBA
PERUANOS POR EL KAMBIO ,404.0,39.072,36.794,020105,PERÚ,ANCASH,HUARAZ,HUANCHAY
FUERZA POPULAR ,630.0,60.928,57.377,020105,PERÚ,ANCASH,HUARAZ,HUANCHAY
PERUANOS POR EL KAMBIO ,19654.0,56.82,53.056,020101,PERÚ,ANCASH,HUARAZ,HUARAZ
FUERZA POPULAR ,14936.0,43.18,40.32,020101,PERÚ,ANCASH,HUARAZ,HUARAZ
PERUANOS POR EL KAMBIO ,19489.0,52.734,48.96,020102,PERÚ,ANCASH,HUARAZ,INDEPENDENCIA
FUERZA POPULAR ,17468.0,47.266,43.883,020102,PERÚ,ANCASH,HUARAZ,INDEPENDENCIA
PERUANOS POR EL KAMBIO ,939.0,29.725,27.626,020106,PERÚ,ANCASH,HUARAZ,JANGAS
FUERZA POPULAR ,2220.0,70.275,65.313,020106,PERÚ,ANCASH,HUARAZ,JANGAS
PERUANOS POR EL KAMBIO ,260.0,36.111,34.483,020107,PERÚ,ANCASH,HUARAZ,LA LIBERTAD
FUERZA POPULAR ,460.0,63.889,61.008,020107,PERÚ,ANCASH,HUARAZ,LA LIBERTAD
PERUANOS POR EL KAMBIO ,964.0,49.034,44.942,020108,PERÚ,ANCASH,HUARAZ,OLLEROS
FUERZA POPULAR ,1002.0,50.966,46.713,020108,PERÚ,ANCASH,HUARAZ,OLLEROS
PERUANOS POR EL KAMBIO ,361.0,49.793,47.5,020109,PERÚ,ANCASH,HUARAZ,PAMPAS GRANDE
FUERZA POPULAR ,364.0,50.207,47.895,020109,PERÚ,ANCASH,HUARAZ,PAMPAS GRANDE
PERUANOS POR EL KAMBIO ,697.0,27.047,25.401,020110,PERÚ,ANCASH,HUARAZ,PARIACOTO
FUERZA POPULAR ,1880.0,72.953,68.513,020110,PERÚ,ANCASH,HUARAZ,PARIACOTO
PERUANOS POR EL KAMBIO ,875.0,33.563,31.795,020111,PERÚ,ANCASH,HUARAZ,PIRA
FUERZA POPULAR ,1732.0,66.437,62.936,020111,PERÚ,ANCASH,HUARAZ,PIRA
PERUANOS POR EL KAMBIO ,1303.0,36.104,32.632,020112,PERÚ,ANCASH,HUARAZ,TARICA
FUERZA POPULAR ,2306.0,63.896,57.751,020112,PERÚ,ANCASH,HUARAZ,TARICA
PERUANOS POR EL KAMBIO ,18504.0,59.525,54.631,020800,PERÚ,ANCASH,HUARI,TODOS
FUERZA POPULAR ,12582.0,40.475,37.147,020800,PERÚ,ANCASH,HUARI,TODOS
PERUANOS POR EL KAMBIO ,415.0,58.616,53.069,020816,PERÚ,ANCASH,HUARI,ANRA
FUERZA POPULAR ,293.0,41.384,37.468,020816,PERÚ,ANCASH,HUARI,ANRA
PERUANOS POR EL KAMBIO ,1175.0,63.963,59.796,020802,PERÚ,ANCASH,HUARI,CAJAY
FUERZA POPULAR ,662.0,36.037,33.69,020802,PERÚ,ANCASH,HUARI,CAJAY
PERUANOS POR EL KAMBIO ,2015.0,55.74,49.521,020803,PERÚ,ANCASH,HUARI,CHAVIN DE HUANTAR
FUERZA POPULAR ,1600.0,44.26,39.322,020803,PERÚ,ANCASH,HUARI,CHAVIN DE HUANTAR
PERUANOS POR EL KAMBIO ,811.0,78.968,72.282,020804,PERÚ,ANCASH,HUARI,HUACACHI
FUERZA POPULAR ,216.0,21.032,19.251,020804,PERÚ,ANCASH,HUARI,HUACACHI
PERUANOS POR EL KAMBIO ,424.0,57.375,53.066,020806,PERÚ,ANCASH,HUARI,HUACCHIS
FUERZA POPULAR ,315.0,42.625,39.424,020806,PERÚ,ANCASH,HUARI,HUACCHIS
PERUANOS POR EL KAMBIO ,1027.0,57.503,53.351,020805,PERÚ,ANCASH,HUARI,HUACHIS
FUERZA POPULAR ,759.0,42.497,39.429,020805,PERÚ,ANCASH,HUARI,HUACHIS
PERUANOS POR EL KAMBIO ,1059.0,73.389,66.898,020807,PERÚ,ANCASH,HUARI,HUANTAR
FUERZA POPULAR ,384.0,26.611,24.258,020807,PERÚ,ANCASH,HUARI,HUANTAR
PERUANOS POR EL KAMBIO ,2357.0,59.132,54.334,020801,PERÚ,ANCASH,HUARI,HUARI
FUERZA POPULAR ,1629.0,40.868,37.552,020801,PERÚ,ANCASH,HUARI,HUARI
PERUANOS POR EL KAMBIO ,561.0,58.075,51.753,020808,PERÚ,ANCASH,HUARI,MASIN
FUERZA POPULAR ,405.0,41.925,37.362,020808,PERÚ,ANCASH,HUARI,MASIN
PERUANOS POR EL KAMBIO ,561.0,59.24,56.156,020809,PERÚ,ANCASH,HUARI,PAUCAS
FUERZA POPULAR ,386.0,40.76,38.639,020809,PERÚ,ANCASH,HUARI,PAUCAS
PERUANOS POR EL KAMBIO ,958.0,70.597,64.817,020810,PERÚ,ANCASH,HUARI,PONTO
FUERZA POPULAR ,399.0,29.403,26.996,020810,PERÚ,ANCASH,HUARI,PONTO
PERUANOS POR EL KAMBIO ,223.0,53.222,51.62,020811,PERÚ,ANCASH,HUARI,RAHUAPAMPA
FUERZA POPULAR ,196.0,46.778,45.37,020811,PERÚ,ANCASH,HUARI,RAHUAPAMPA
PERUANOS POR EL KAMBIO ,503.0,71.857,67.067,020812,PERÚ,ANCASH,HUARI,RAPAYAN
FUERZA POPULAR ,197.0,28.143,26.267,020812,PERÚ,ANCASH,HUARI,RAPAYAN
PERUANOS POR EL KAMBIO ,5469.0,56.006,52.002,020813,PERÚ,ANCASH,HUARI,SAN MARCOS
FUERZA POPULAR ,4296.0,43.994,40.848,020813,PERÚ,ANCASH,HUARI,SAN MARCOS
PERUANOS POR EL KAMBIO ,554.0,51.391,44.143,020814,PERÚ,ANCASH,HUARI,SAN PEDRO DE CHANA
FUERZA POPULAR ,524.0,48.609,41.753,020814,PERÚ,ANCASH,HUARI,SAN PEDRO DE CHANA
PERUANOS POR EL KAMBIO ,392.0,54.979,50.712,020815,PERÚ,ANCASH,HUARI,UCO
FUERZA POPULAR ,321.0,45.021,41.527,020815,PERÚ,ANCASH,HUARI,UCO
PERUANOS POR EL KAMBIO ,6384.0,37.207,36.027,021900,PERÚ,ANCASH,HUARMEY,TODOS
FUERZA POPULAR ,10774.0,62.793,60.801,021900,PERÚ,ANCASH,HUARMEY,TODOS
PERUANOS POR EL KAMBIO ,290.0,64.159,59.917,021902,PERÚ,ANCASH,HUARMEY,COCHAPETI
FUERZA POPULAR ,162.0,35.841,33.471,021902,PERÚ,ANCASH,HUARMEY,COCHAPETI
PERUANOS POR EL KAMBIO ,357.0,25.518,24.502,021905,PERÚ,ANCASH,HUARMEY,CULEBRAS
FUERZA POPULAR ,1042.0,74.482,71.517,021905,PERÚ,ANCASH,HUARMEY,CULEBRAS
PERUANOS POR EL KAMBIO ,5258.0,36.981,35.879,021901,PERÚ,ANCASH,HUARMEY,HUARMEY
FUERZA POPULAR ,8960.0,63.019,61.14,021901,PERÚ,ANCASH,HUARMEY,HUARMEY
PERUANOS POR EL KAMBIO ,211.0,38.574,37.882,021903,PERÚ,ANCASH,HUARMEY,HUAYAN
FUERZA POPULAR ,336.0,61.426,60.323,021903,PERÚ,ANCASH,HUARMEY,HUAYAN
PERUANOS POR EL KAMBIO ,268.0,49.446,47.266,021904,PERÚ,ANCASH,HUARMEY,MALVAS
FUERZA POPULAR ,274.0,50.554,48.325,021904,PERÚ,ANCASH,HUARMEY,MALVAS
PERUANOS POR EL KAMBIO ,8356.0,30.378,27.973,020700,PERÚ,ANCASH,HUAYLAS,TODOS
FUERZA POPULAR ,19151.0,69.622,64.11,020700,PERÚ,ANCASH,HUAYLAS,TODOS
PERUANOS POR EL KAMBIO ,4216.0,34.346,31.446,020701,PERÚ,ANCASH,HUAYLAS,CARAZ
FUERZA POPULAR ,8059.0,65.654,60.11,020701,PERÚ,ANCASH,HUAYLAS,CARAZ
PERUANOS POR EL KAMBIO ,285.0,46.191,42.474,020702,PERÚ,ANCASH,HUAYLAS,HUALLANCA
FUERZA POPULAR ,332.0,53.809,49.478,020702,PERÚ,ANCASH,HUAYLAS,HUALLANCA
PERUANOS POR EL KAMBIO ,203.0,25.407,24.458,020703,PERÚ,ANCASH,HUAYLAS,HUATA
FUERZA POPULAR ,596.0,74.593,71.807,020703,PERÚ,ANCASH,HUAYLAS,HUATA
PERUANOS POR EL KAMBIO ,361.0,38.201,35.992,020704,PERÚ,ANCASH,HUAYLAS,HUAYLAS
FUERZA POPULAR ,584.0,61.799,58.225,020704,PERÚ,ANCASH,HUAYLAS,HUAYLAS
PERUANOS POR EL KAMBIO ,331.0,28.075,26.312,020705,PERÚ,ANCASH,HUAYLAS,MATO
FUERZA POPULAR ,848.0,71.925,67.409,020705,PERÚ,ANCASH,HUAYLAS,MATO
PERUANOS POR EL KAMBIO ,908.0,27.691,25.759,020706,PERÚ,ANCASH,HUAYLAS,PAMPAROMAS
FUERZA POPULAR ,2371.0,72.309,67.262,020706,PERÚ,ANCASH,HUAYLAS,PAMPAROMAS
PERUANOS POR EL KAMBIO ,856.0,20.622,18.909,020707,PERÚ,ANCASH,HUAYLAS,PUEBLO LIBRE
FUERZA POPULAR ,3295.0,79.378,72.786,020707,PERÚ,ANCASH,HUAYLAS,PUEBLO LIBRE
PERUANOS POR EL KAMBIO ,458.0,17.724,16.02,020708,PERÚ,ANCASH,HUAYLAS,SANTA CRUZ
FUERZA POPULAR ,2126.0,82.276,74.362,020708,PERÚ,ANCASH,HUAYLAS,SANTA CRUZ
PERUANOS POR EL KAMBIO ,225.0,37.752,35.322,020710,PERÚ,ANCASH,HUAYLAS,SANTO TORIBIO
FUERZA POPULAR ,371.0,62.248,58.242,020710,PERÚ,ANCASH,HUAYLAS,SANTO TORIBIO
PERUANOS POR EL KAMBIO ,513.0,47.412,44.416,020709,PERÚ,ANCASH,HUAYLAS,YURACMARCA
FUERZA POPULAR ,569.0,52.588,49.264,020709,PERÚ,ANCASH,HUAYLAS,YURACMARCA
PERUANOS POR EL KAMBIO ,6481.0,71.495,62.667,020900,PERÚ,ANCASH,MARISCAL LUZURIAGA,TODOS
FUERZA POPULAR ,2584.0,28.505,24.985,020900,PERÚ,ANCASH,MARISCAL LUZURIAGA,TODOS
PERUANOS POR EL KAMBIO ,1233.0,68.197,60.679,020902,PERÚ,ANCASH,MARISCAL LUZURIAGA,CASCA
FUERZA POPULAR ,575.0,31.803,28.297,020902,PERÚ,ANCASH,MARISCAL LUZURIAGA,CASCA
PERUANOS POR EL KAMBIO ,284.0,54.511,46.557,020908,PERÚ,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
FUERZA POPULAR ,237.0,45.489,38.852,020908,PERÚ,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON
PERUANOS POR EL KAMBIO ,506.0,77.017,69.41,020904,PERÚ,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
FUERZA POPULAR ,151.0,22.983,20.713,020904,PERÚ,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO
PERUANOS POR EL KAMBIO ,332.0,57.439,52.615,020905,PERÚ,ANCASH,MARISCAL LUZURIAGA,LLAMA
FUERZA POPULAR ,246.0,42.561,38.986,020905,PERÚ,ANCASH,MARISCAL LUZURIAGA,LLAMA
PERUANOS POR EL KAMBIO ,1803.0,79.01,68.012,020906,PERÚ,ANCASH,MARISCAL LUZURIAGA,LLUMPA
FUERZA POPULAR ,479.0,20.99,18.069,020906,PERÚ,ANCASH,MARISCAL LUZURIAGA,LLUMPA
PERUANOS POR EL KAMBIO ,871.0,64.471,55.057,020903,PERÚ,ANCASH,MARISCAL LUZURIAGA,LUCMA
FUERZA POPULAR ,480.0,35.529,30.341,020903,PERÚ,ANCASH,MARISCAL LUZURIAGA,LUCMA
PERUANOS POR EL KAMBIO ,443.0,75.468,71.108,020907,PERÚ,ANCASH,MARISCAL LUZURIAGA,MUSGA
FUERZA POPULAR ,144.0,24.532,23.114,020907,PERÚ,ANCASH,MARISCAL LUZURIAGA,MUSGA
PERUANOS POR EL KAMBIO ,1009.0,78.767,67.992,020901,PERÚ,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
FUERZA POPULAR ,272.0,21.233,18.329,020901,PERÚ,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA
PERUANOS POR EL KAMBIO ,1113.0,28.641,27.55,022000,PERÚ,ANCASH,OCROS,TODOS
FUERZA POPULAR ,2773.0,71.359,68.639,022000,PERÚ,ANCASH,OCROS,TODOS
PERUANOS POR EL KAMBIO ,66.0,27.966,27.16,022001,PERÚ,ANCASH,OCROS,ACAS
FUERZA POPULAR ,170.0,72.034,69.959,022001,PERÚ,ANCASH,OCROS,ACAS
PERUANOS POR EL KAMBIO ,32.0,32.653,32.0,022002,PERÚ,ANCASH,OCROS,CAJAMARQUILLA
FUERZA POPULAR ,66.0,67.347,66.0,022002,PERÚ,ANCASH,OCROS,CAJAMARQUILLA
PERUANOS POR EL KAMBIO ,73.0,23.323,23.028,022003,PERÚ,ANCASH,OCROS,CARHUAPAMPA
FUERZA POPULAR ,240.0,76.677,75.71,022003,PERÚ,ANCASH,OCROS,CARHUAPAMPA
PERUANOS POR EL KAMBIO ,200.0,23.121,22.599,022004,PERÚ,ANCASH,OCROS,COCHAS
FUERZA POPULAR ,665.0,76.879,75.141,022004,PERÚ,ANCASH,OCROS,COCHAS
PERUANOS POR EL KAMBIO ,199.0,35.791,34.192,022005,PERÚ,ANCASH,OCROS,CONGAS
FUERZA POPULAR ,357.0,64.209,61.34,022005,PERÚ,ANCASH,OCROS,CONGAS
PERUANOS POR EL KAMBIO ,17.0,10.119,9.497,022006,PERÚ,ANCASH,OCROS,LLIPA
FUERZA POPULAR ,151.0,89.881,84.358,022006,PERÚ,ANCASH,OCROS,LLIPA
PERUANOS POR EL KAMBIO ,205.0,30.415,28.833,022007,PERÚ,ANCASH,OCROS,OCROS
FUERZA POPULAR ,469.0,69.585,65.963,022007,PERÚ,ANCASH,OCROS,OCROS
PERUANOS POR EL KAMBIO ,84.0,35.0,33.333,022008,PERÚ,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN
FUERZA POPULAR ,156.0,65.0,61.905,022008,PERÚ,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN
PERUANOS POR EL KAMBIO ,201.0,40.937,39.105,022009,PERÚ,ANCASH,OCROS,SAN PEDRO
FUERZA POPULAR ,290.0,59.063,56.42,022009,PERÚ,ANCASH,OCROS,SAN PEDRO
PERUANOS POR EL KAMBIO ,36.0,14.694,14.008,022010,PERÚ,ANCASH,OCROS,SANTIAGO DE CHILCAS
FUERZA POPULAR ,209.0,85.306,81.323,022010,PERÚ,ANCASH,OCROS,SANTIAGO DE CHILCAS
PERUANOS POR EL KAMBIO ,6354.0,61.391,56.702,021000,PERÚ,ANCASH,PALLASCA,TODOS
FUERZA POPULAR ,3996.0,38.609,35.659,021000,PERÚ,ANCASH,PALLASCA,TODOS
PERUANOS POR EL KAMBIO ,359.0,73.868,67.736,021002,PERÚ,ANCASH,PALLASCA,BOLOGNESI
FUERZA POPULAR ,127.0,26.132,23.962,021002,PERÚ,ANCASH,PALLASCA,BOLOGNESI
PERUANOS POR EL KAMBIO ,786.0,62.233,56.669,021001,PERÚ,ANCASH,PALLASCA,CABANA
FUERZA POPULAR ,477.0,37.767,34.391,021001,PERÚ,ANCASH,PALLASCA,CABANA
PERUANOS POR EL KAMBIO ,1659.0,59.805,54.322,021003,PERÚ,ANCASH,PALLASCA,CONCHUCOS
FUERZA POPULAR ,1115.0,40.195,36.509,021003,PERÚ,ANCASH,PALLASCA,CONCHUCOS
PERUANOS POR EL KAMBIO ,213.0,75.265,71.0,021004,PERÚ,ANCASH,PALLASCA,HUACASCHUQUE
FUERZA POPULAR ,70.0,24.735,23.333,021004,PERÚ,ANCASH,PALLASCA,HUACASCHUQUE
PERUANOS POR EL KAMBIO ,362.0,78.867,75.417,021005,PERÚ,ANCASH,PALLASCA,HUANDOVAL
FUERZA POPULAR ,97.0,21.133,20.208,021005,PERÚ,ANCASH,PALLASCA,HUANDOVAL
PERUANOS POR EL KAMBIO ,158.0,58.736,52.318,021006,PERÚ,ANCASH,PALLASCA,LACABAMBA
FUERZA POPULAR ,111.0,41.264,36.755,021006,PERÚ,ANCASH,PALLASCA,LACABAMBA
PERUANOS POR EL KAMBIO ,161.0,52.787,49.538,021007,PERÚ,ANCASH,PALLASCA,LLAPO
